UEJ,NOMBRE UEJ,RUBRO,TIPO,CTA,"SUB
CTA",OBJ,ORD,"SOR
ORD",ITEM,"SUB
ITEM",FUENTE,REC,SIT,DESCRIPCION,COMPROMISO,OBLIGACION,ORDEN PAGO,PAGOS
01-01-02,CÁMARA DE REPRESENTANTES,A-3-5-3-43,A,3,5,3,43,,,,Nación,10,CSF,SEGURO DE VIDA - SENADORES Y REPRESENTANTES (ART. 389 - LEY 5 DE 1992),$ 0.00,$ 0.00,$ 0.00,$ 0.00
01-01-02,CÁMARA DE REPRESENTANTES,C-0101-1000-1,C,0101,1000,1,,,,,Nación,10,CSF,IMPLEMENTACION DE ESTRATEGIAS DE PARTICIPACIÓN Y COMUNICACIÓN EN LA ACTIVIDAD LEGISLATIVA DE LA CÁMARA DE REPRESENTANTES A NIVEL NACIONAL,"$ 394,485,000.00","$ 394,485,000.00","$ 394,485,000.00","$ 394,485,000.00"
01-01-02,CÁMARA DE REPRESENTANTES,C-0199-1000-3,C,0199,1000,3,,,,,Nación,11,CSF,MEJORAMIENTO Y ACTUALIZACION TECNOLOGICA DEL SALON ELIPTICO Y DE LAS COMISIONES DE LA CAMARA DE REPRESENTANTES A NIVEL NACIONAL,"$ 424,542,300.00","$ 424,542,300.00","$ 424,542,300.00","$ 424,542,300.00"
01-01-02,CÁMARA DE REPRESENTANTES,C-0199-1000-4,C,0199,1000,4,,,,,Nación,11,CSF,MEJORAMIENTO DEL SISTEMA DE GESTION DOCUMENTAL Y DE LA INFORMACION EN LA CAMARA DE REPRESENTANTES BOGOTA,"$ 193,000,000.00","$ 193,000,000.00","$ 193,000,000.00","$ 193,000,000.00"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-1-0-2,A,1,0,2,,,,,Nación,10,CSF,SERVICIOS PERSONALES INDIRECTOS,"$ 3,769,281.00","$ 3,769,281.00","$ 3,769,281.00","$ 3,769,281.00"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-1-0-5,A,1,0,5,,,,,Nación,10,CSF,CONTRIBUCIONES INHERENTES A LA NOMINA SECTOR PRIVADO Y PUBLICO,"$ 3,891,954.00","$ 3,891,954.00","$ 3,891,954.00","$ 3,891,954.00"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-2-0-4,A,2,0,4,,,,,Nación,10,CSF,ADQUISICION DE BIENES Y SERVICIOS,"$ 1,455,156,101.39","$ 1,455,156,101.39","$ 1,455,156,101.39","$ 1,455,156,101.39"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-3-1-1-11,A,3,1,1,11,,,,Nación,10,CSF,FONDO DE PROGRAMAS ESPECIALES PARA LA PAZ : PROGRAMA DESMOVILIZADOS,"$ 41,305,597,144.93","$ 41,284,514,679.93","$ 41,284,514,679.93","$ 41,284,514,679.93"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-3-1-1-11,A,3,1,1,11,,,,Nación,11,CSF,FONDO DE PROGRAMAS ESPECIALES PARA LA PAZ : PROGRAMA DESMOVILIZADOS,"$ 5,882,352,499.82","$ 5,882,352,499.82","$ 5,882,352,499.82","$ 5,882,352,499.82"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-3-1-1-18,A,3,1,1,18,,,,Nación,10,CSF,PLAN DE PROMOCION DE COLOMBIA EN EL EXTERIOR,"$ 82,577,330.21","$ 82,577,330.21","$ 82,577,330.21","$ 82,577,330.21"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-3-6-1-3,A,3,6,1,3,,,,Nación,10,CSF,FALLOS CORTE INTERAMERICANA DE DERECHOS HUMANOS,"$ 124,469,940.00","$ 124,469,940.00","$ 124,469,940.00","$ 124,469,940.00"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-3-6-3-69,A,3,6,3,69,,,,Nación,10,CSF,TRANSFERENCIAS PARA LA ESTRATEGIA  DE DIFUSION DE LA GESTION GUBERNAMENTAL PARA EL DESARROLLO SOCIAL  Y COMUNITARIO,"$ 52,251,271.00","$ 52,251,271.00","$ 52,251,271.00","$ 52,251,271.00"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-3-6-3-167,A,3,6,3,167,,,,Nación,10,CSF,"DECISIONES JUDICIALES, CUASIJUDICIALES O SOLUCIONES AMISTOSAS DE ORGANOS INTERNACIONALES DE DERECHOS HUMANOS - DISTRIBUCION PREVIO CONCEPTO DGPPN",$ 0.00,$ 0.00,$ 0.00,$ 0.00
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-3-6-3-171,A,3,6,3,171,,,,Nación,11,CSF,FONDO COLOMBIA EN PAZ (FCP) - DECRETO 691/2017,"$ 595,956,000,000.00","$ 595,956,000,000.00","$ 595,956,000,000.00","$ 595,956,000,000.00"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0202-1000-1,C,0202,1000,1,,,,,Nación,11,CSF,IMPLEMENTACIÓN DE ESTRATEGIAS EN FAVOR DE LA PRIMERA INFANCIA,"$ 15,317,904,909.87","$ 15,317,904,909.87","$ 15,317,904,909.87","$ 15,317,904,909.87"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0203-1000-1,C,0203,1000,1,,,,,Nación,11,CSF,DESARROLLO DE LAS ESTRATEGIAS DE LA POLÍTICA PÚBLICA INTEGRAL ANTICORRUPCIÓN,"$ 45,045,000.00","$ 45,045,000.00","$ 45,045,000.00","$ 45,045,000.00"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0205-1000-1,C,0205,1000,1,,,,,Nación,11,CSF,"IMPLEMENTACIÓN DEL ENFOQUE DE GÉNERO EN LOS PLANES, PROGRAMAS  Y PROYECTOS A NIVEL NACIONAL","$ 70,852.57","$ 70,852.57","$ 70,852.57","$ 70,852.57"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0299-1000-1,C,0299,1000,1,,,,,Nación,11,CSF,"INNOVACIÓN PARA MEJORAR LA INTEGRIDAD, DISPONIBILIDAD Y CONFIDENCIALIDAD DE LA INFORMACIÓN DE TICS A NIVEL NACIONAL","$ 429,047,218.70","$ 429,047,218.65","$ 429,047,218.65","$ 429,047,218.65"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0299-1000-2,C,0299,1000,2,,,,,Nación,11,CSF,ADECUACIÓN Y MANTENIMIENTO DE LAS SEDES DE LA PRESIDENCIA DE LA REPÚBLICA,"$ 841,144,070.74","$ 841,144,070.74","$ 841,144,070.74","$ 841,144,070.74"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0299-1000-3,C,0299,1000,3,,,,,Nación,11,CSF,"FORTALECIMIENTO DE LA GESTIÓN DOCUMENTAL DEL DEPARTAMENTO ADMINISTRATIVO DE LA PRESIDENCIA DE LA REPÚBLICA - DAPRE EN , , BOGOTÁ","$ 10,034,000.00","$ 10,034,000.00","$ 10,034,000.00","$ 10,034,000.00"
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA",C-0208-1000-1,C,0208,1000,1,,,,,Propios,25,CSF,ADMINISTRACIÓN DE RECURSOS DE COOPERACIÓN INTERNACIONAL A NIVEL NACIONAL,"$ 649,400,717.80","$ 649,400,717.80","$ 649,400,717.80","$ 649,400,717.80"
02-11-00,UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES,C-0207-1000-3,C,0207,1000,3,,,,,Nación,11,CSF,"ASISTENCIA TÉNICA A LAS ENTIDADES TERRITORIALES EN LA IMPLEMENTACIÓN DE LOS COMPONENTES DEL SNGRD DE ACUERDO A LA LEY 1523 DE 2012. , NACIONAL","$ 6,548,399.00","$ 6,427,133.00","$ 6,427,133.00","$ 6,427,133.00"
02-12-00,AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN,A-1-0-2,A,1,0,2,,,,,Nación,10,CSF,SERVICIOS PERSONALES INDIRECTOS,"$ 1,025,500.00","$ 1,025,500.00","$ 1,025,500.00","$ 1,025,500.00"
02-12-00,AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN,A-2-0-4,A,2,0,4,,,,,Nación,10,CSF,ADQUISICION DE BIENES Y SERVICIOS,"$ 192,682,304.00","$ 192,682,304.00","$ 192,682,304.00","$ 192,682,304.00"
02-12-00,AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN,A-3-1-1-28,A,3,1,1,28,,,,Nación,10,CSF,FONDO DE PROGRAMAS ESPECIALES PARA LA PAZ: PROGRAMA DE REINTEGRACION SOCIAL Y ECONOMICA,"$ 1,638,790,635.00","$ 1,638,790,635.00","$ 1,638,790,635.00","$ 1,638,790,635.00"
02-13-00,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,A-2-0-4,A,2,0,4,,,,,Nación,10,CSF,ADQUISICION DE BIENES Y SERVICIOS,"$ 16,753,437.00","$ 16,753,437.00","$ 16,753,437.00","$ 16,753,437.00"
02-14-00,AGENCIA DE RENOVACION DEL TERRITORIO - ART,A-1-0-2,A,1,0,2,,,,,Nación,10,CSF,SERVICIOS PERSONALES INDIRECTOS,"$ 3,900,000.00","$ 3,900,000.00","$ 3,900,000.00","$ 3,900,000.00"
02-14-00,AGENCIA DE RENOVACION DEL TERRITORIO - ART,A-2-0-4,A,2,0,4,,,,,Nación,10,CSF,ADQUISICION DE BIENES Y SERVICIOS,"$ 220,784,045.46","$ 220,784,045.46","$ 220,784,045.46","$ 220,784,045.46"
02-14-00,AGENCIA DE RENOVACION DEL TERRITORIO - ART,A-3-6-1-1,A,3,6,1,1,,,,Nación,10,CSF,SENTENCIAS Y CONCILIACIONES,"$ 75,020,417.97","$ 75,020,417.97","$ 75,020,417.97","$ 75,020,417.97"
02-14-00,AGENCIA DE RENOVACION DEL TERRITORIO - ART,C-0212-1000-1,C,0212,1000,1,,,,,Nación,13,CSF,"IMPLEMENTACION DE ACTIVIDADES DE DESARROLLO ECONOMICO DE FAMILIAS, COMUNIDADES Y TERRITORIOS AFECTADOS POR LA PRESENCIA DE CULTIVOS DE USO ILICITO Y CONFLICTO ARMADO","$ 21,633,390.00","$ 21,633,390.00","$ 21,633,390.00","$ 21,633,390.00"
02-14-00,AGENCIA DE RENOVACION DEL TERRITORIO - ART,C-0212-1000-3,C,0212,1000,3,,,,,Nación,10,CSF,"IMPLEMENTACION DE ACTIVIDADES DE FORTALECIMIENTO INSTITUCIONAL, SOCIAL Y COMUNITARIO EN ZONAS AFECTADAS POR EL CONFLICTO ARMADO Y POR LOS CULTIVOS DE USO ILICITO","$ 525,798,286.00","$ 525,798,286.00","$ 525,798,286.00","$ 525,798,286.00"
02-14-00,AGENCIA DE RENOVACION DEL TERRITORIO - ART,C-0212-1000-4,C,0212,1000,4,,,,,Nación,10,CSF,IMPLEMENTACION DE OBRAS DE PEQUEÑA Y MEDIANA INFRAESTRUCTURA PARA EL DESARROLLO DE LOS TERRITORIOS AFECTADOS POR EL CONFLICTO ARMADO Y CULTIVOS DE USO ILICITO,"$ 43,350,036.00","$ 43,350,036.00","$ 43,350,036.00","$ 43,350,036.00"
02-14-00,AGENCIA DE RENOVACION DEL TERRITORIO - ART,C-0212-1000-4,C,0212,1000,4,,,,,Nación,13,CSF,IMPLEMENTACION DE OBRAS DE PEQUEÑA Y MEDIANA INFRAESTRUCTURA PARA EL DESARROLLO DE LOS TERRITORIOS AFECTADOS POR EL CONFLICTO ARMADO Y CULTIVOS DE USO ILICITO,"$ 1,000,000,000.00","$ 1,000,000,000.00","$ 1,000,000,000.00","$ 1,000,000,000.00"
02-14-00,AGENCIA DE RENOVACION DEL TERRITORIO - ART,C-0299-1000-1,C,0299,1000,1,,,,,Nación,10,CSF,FORTALECIMIENTO TECNOLOGICO DE LA ENTIDAD EN LOS TERRITORIOS AFECTADOS POR EL CONFLICTO ARMADO Y CULTIVOS DE USO ILICITO,"$ 82,464,502.00","$ 82,464,502.00","$ 82,464,502.00","$ 82,464,502.00"
02-14-00,AGENCIA DE RENOVACION DEL TERRITORIO - ART,C-0299-1000-1,C,0299,1000,1,,,,,Nación,13,CSF,FORTALECIMIENTO TECNOLOGICO DE LA ENTIDAD EN LOS TERRITORIOS AFECTADOS POR EL CONFLICTO ARMADO Y CULTIVOS DE USO ILICITO,"$ 96,066,299.90","$ 96,066,299.90","$ 96,066,299.90","$ 96,066,299.90"
03-01-01,DEPARTAMENTO DE PLANEACION - GESTION GENERAL,A-1-0-1-9,A,1,0,1,9,,,,Nación,10,CSF,"HORAS EXTRAS, DIAS FESTIVOS E INDEMNIZACION POR VACACIONES","$ 51,972,665.00","$ 51,972,665.00","$ 51,972,665.00","$ 51,972,665.00"
03-01-01,DEPARTAMENTO DE PLANEACION - GESTION GENERAL,A-1-0-2,A,1,0,2,,,,,Nación,10,CSF,SERVICIOS PERSONALES INDIRECTOS,"$ 11,700,000.00","$ 10,711,595.00","$ 10,711,595.00","$ 10,711,595.00"
03-01-01,DEPARTAMENTO DE PLANEACION - GESTION GENERAL,A-2-0-4,A,2,0,4,,,,,Nación,10,CSF,ADQUISICION DE BIENES Y SERVICIOS,"$ 30,701,328.71","$ 29,789,149.00","$ 29,789,149.00","$ 29,789,149.00"
03-01-01,DEPARTAMENTO DE PLANEACION - GESTION GENERAL,C-0399-1000-1,C,0399,1000,1,,,,,Nación,10,CSF,DESARROLLO IMPLEMENTACION Y MANTENIMIENTO DE SERVICIOS DE TECNOLOGIAS DE INFORMACION Y COMUNICACIONES EN EL DEPARTAMENTO NACIONAL DE PLANEACION,"$ 7,700,000.00","$ 7,700,000.00","$ 7,700,000.00","$ 7,700,000.00"
03-03-00,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.,A-1-0-1-1,A,1,0,1,1,,,,Nación,10,CSF,SUELDOS DE PERSONAL DE NOMINA,"$ 216,400.00",$ 0.00,$ 0.00,$ 0.00
03-03-00,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.,A-1-0-1-4,A,1,0,1,4,,,,Nación,10,CSF,PRIMA TECNICA,$ 0.00,$ 0.00,$ 0.00,$ 0.00
03-03-00,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.,A-1-0-1-5,A,1,0,1,5,,,,Nación,10,CSF,OTROS,$ 0.00,$ 0.00,$ 0.00,$ 0.00
03-03-00,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.,A-2-0-4,A,2,0,4,,,,,Nación,10,CSF,ADQUISICION DE BIENES Y SERVICIOS,"$ 1,376,000.00","$ 1,376,000.00","$ 1,376,000.00","$ 1,376,000.00"
03-24-00,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,A-1-0-2,A,1,0,2,,,,,Propios,20,CSF,SERVICIOS PERSONALES INDIRECTOS,"$ 189,038,584.66","$ 178,984,584.33","$ 178,984,584.33","$ 178,984,584.33"
03-24-00,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,A-2-0-4,A,2,0,4,,,,,Propios,20,CSF,ADQUISICION DE BIENES Y SERVICIOS,"$ 877,150,162.78","$ 844,097,735.78","$ 844,097,735.78","$ 844,097,735.78"
03-24-00,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,A-3-6-3-6,A,3,6,3,6,,,,Propios,20,CSF,COSTOS DE ADMINISTRACION FIDUCIARIA Y OTROS GASTOS INHERENTES AL PROCESO DE TOMAS DE POSESION DE LAS EMPRESAS Y ENTIDADES PRESTADORAS DE SERVICIOS PUBLICOS DOMICILIARIOS.,"$ 5,743,662.00","$ 5,743,662.00","$ 5,743,662.00","$ 5,743,662.00"
03-24-00,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,C-0303-1000-3,C,0303,1000,3,,,,,Propios,20,CSF,FORTALECIMIENTO DE LOS SISTEMAS DE INFORMACIÓN EN LA SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,"$ 608,673,199.41","$ 608,673,199.41","$ 608,673,199.41","$ 608,673,199.41"
03-24-00,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,C-0303-1000-7,C,0303,1000,7,,,,,Propios,20,CSF,MEJORAMIENTO DE LOS NIVELES DE INCLUSION DE LA POBLACIÓN RECICLADORA DE OFICIO A NIVEL NACIONAL,"$ 57,500,000.00","$ 57,500,000.00","$ 57,500,000.00","$ 57,500,000.00"
03-24-00,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,C-0303-1000-8,C,0303,1000,8,,,,,Propios,20,CSF,FORTALECIMIENTO DEL CONTROL SOCIAL DE LOS SERVICIOS PÚBLICOS DOMICILIARIOS,"$ 108,470,349.00","$ 108,470,349.00","$ 108,470,349.00","$ 108,470,349.00"
03-24-00,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,C-0303-1000-11,C,0303,1000,11,,,,,Propios,20,CSF,INNOVACION EN EL MONITOREO DE LOS PRESTADORES DE LOS SERVICIOS DE ENERGIA ELECTRICA Y GAS COMBUSTIBLE A NIVEL NACIONAL,"$ 24,142,000.00","$ 24,142,000.00","$ 24,142,000.00","$ 24,142,000.00"
03-24-00,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,C-0399-1000-2,C,0399,1000,2,,,,,Propios,20,CSF,ADECUACION  INFRAESTRUCTURA FISICA DE LA SUPERINTENDENCIA DE SERVICIOS PULICOS NACIONAL,"$ 627,593,919.85","$ 627,593,919.85","$ 627,593,919.85","$ 627,593,919.85"
03-24-00,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,C-0399-1000-4,C,0399,1000,4,,,,,Propios,20,CSF,MEJORAMIENTO INTEGRAL DE LA GESTION INSTITUCIONAL EN LA SUPERSERVICIOS NACIONAL,"$ 23,617,520.00","$ 23,617,520.00","$ 23,617,520.00","$ 23,617,520.00"
03-25-00,FONDO NACIONAL DE REGALIAS,C-0302-1000-1,C,0302,1000,1,,,,,Nación,10,CSF,DESTINACIÓN DE RECURSOS ACTO LEGISLATIVO 005 DE 2011 A NIVEL NACIONAL,"$ 86,801,716.17","$ 86,801,716.17","$ 86,801,716.17","$ 86,801,716.17"
04-01-01,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL,A-2-0-4,A,2,0,4,,,,,Nación,10,CSF,ADQUISICION DE BIENES Y SERVICIOS,"$ 277,579,073.10","$ 261,237,326.22","$ 261,237,326.22","$ 261,237,326.22"
04-01-01,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL,A-2-0-4,A,2,0,4,,,,,Nación,11,CSF,ADQUISICION DE BIENES Y SERVICIOS,"$ 26,938,329.35","$ 26,938,329.35","$ 26,938,329.35","$ 26,938,329.35"
04-01-01,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL,A-2-0-4,A,2,0,4,,,,,Nación,11,SSF,ADQUISICION DE BIENES Y SERVICIOS,$ 0.00,$ 0.00,$ 0.00,$ 0.00
04-01-01,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL,A-3-4-1-144,A,3,4,1,144,,,,Nación,10,CSF,ORGANIZACION PARA LA COOPERACION Y EL DESARROLLO ECONOMICO OCDE-ARTICULO 47 LEY 1450 DE 2011,"$ 1,346,675.00","$ 1,346,675.00","$ 1,346,675.00","$ 1,346,675.00"
04-01-01,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL,A-3-6-1-1,A,3,6,1,1,,,,Nación,10,CSF,SENTENCIAS Y CONCILIACIONES,"$ 89,414,937.04","$ 89,414,937.00","$ 89,414,937.00","$ 89,414,937.00"
04-01-01,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL,C-0401-1003-1,C,0401,1003,1,,,,,Nación,10,CSF,LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE LA INFORMACION RELACIONADA CON PRODUCCION COMERCIO Y SERVICIOS NACIONAL,"$ 6,580,392.00","$ 5,720,292.00","$ 5,720,292.00","$ 5,720,292.00"
04-01-01,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL,C-0401-1003-1,C,0401,1003,1,,,,,Nación,11,CSF,LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE LA INFORMACION RELACIONADA CON PRODUCCION COMERCIO Y SERVICIOS NACIONAL,$ 0.00,$ 0.00,$ 0.00,$ 0.00
04-01-01,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL,C-0401-1003-2,C,0401,1003,2,,,,,Nación,10,CSF,LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE LA INFORMACION RELACIONADA CON SERVICIOS PUBLICOS A NIVEL NACIONAL,"$ 1,321,000.00","$ 1,321,000.00","$ 1,321,000.00","$ 1,321,000.00"
04-01-01,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL,C-0401-1003-2,C,0401,1003,2,,,,,Nación,13,CSF,LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE LA INFORMACION RELACIONADA CON SERVICIOS PUBLICOS A NIVEL NACIONAL,"$ 2,115,150.00","$ 2,115,150.00","$ 2,115,150.00","$ 2,115,150.00"
04-01-01,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL,C-0401-1003-3,C,0401,1003,3,,,,,Nación,10,CSF,LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE LA INFORMACION RELACIONADA CON PRECIOS A NIVEL NACIONAL,"$ 4,208,064.50","$ 4,208,064.50","$ 4,208,064.50","$ 4,208,064.50"
04-01-01,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL,C-0401-1003-3,C,0401,1003,3,,,,,Nación,11,CSF,LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE LA INFORMACION RELACIONADA CON PRECIOS A NIVEL NACIONAL,"$ 20,978,913.00","$ 20,978,913.00","$ 20,978,913.00","$ 20,978,913.00"
04-01-01,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL,C-0401-1003-3,C,0401,1003,3,,,,,Nación,13,CSF,LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE LA INFORMACION RELACIONADA CON PRECIOS A NIVEL NACIONAL,"$ 111,479.00","$ 111,479.00","$ 111,479.00","$ 111,479.00"
04-01-01,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL,C-0401-1003-4,C,0401,1003,4,,,,,Nación,10,CSF,LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE LA INFORMACION RELACIONADA CON ASPECTOS SOCIO-DEMOGRAFICOS A NIVEL NACIONAL,"$ 37,434,788.00","$ 36,686,841.00","$ 36,686,841.00","$ 36,686,841.00"
