UEJ,NOMBRE UEJ,RUBRO,TIPO,CTA,"SUB
CTA",OBJ,ORD,"SOR
ORD",ITEM,"SUB
ITEM",FUENTE,REC,SIT,DESCRIPCION,APR. INICIAL,APR. ADICIONADA,APR. REDUCIDA,APR. VIGENTE,APR BLOQUEADA,CDP,APR. DISPONIBLE,COMPROMISO,OBLIGACION,ORDEN PAGO,PAGOS
01-01-01,SENADO DE LA REPÚBLICA,A-3-2-1-1,A,3,2,1,1,,,,Nación,11,SSF,CUOTA DE AUDITAJE CONTRANAL,"$ 329,600,000.00",$ 0.00,$ 0.00,"$ 329,600,000.00",$ 0.00,"$ 329,600,000.00",$ 0.00,"$ 329,600,000.00","$ 329,600,000.00","$ 329,600,000.00","$ 329,600,000.00"
01-01-01,SENADO DE LA REPÚBLICA,A-3-4-1-96,A,3,4,1,96,,,,Nación,10,CSF,PARLAMENTO LATINOAMERICANO (LEY 83 DE 1988),"$ 40,846,000.00","$ 141,850,000.00",$ 0.00,"$ 182,696,000.00",$ 0.00,"$ 182,696,000.00",$ 0.00,"$ 182,696,000.00","$ 182,696,000.00","$ 182,696,000.00","$ 182,696,000.00"
01-01-01,SENADO DE LA REPÚBLICA,A-3-4-1-114,A,3,4,1,114,,,,Nación,10,CSF,UNION INTERPARLAMENTARIA (LEY 204/95),"$ 59,189,000.00","$ 102,325,000.00",$ 0.00,"$ 161,514,000.00",$ 0.00,"$ 161,514,000.00",$ 0.00,"$ 161,514,000.00","$ 161,514,000.00","$ 150,777,065.57","$ 150,777,065.57"
01-01-01,SENADO DE LA REPÚBLICA,A-3-4-1-122,A,3,4,1,122,,,,Nación,10,CSF,FORO INTERPARLAMENTARIO PARA LAS AMERICAS - FIPA (LEY 1096 DE 2006),"$ 10,295,882.00","$ 25,825,000.00",$ 0.00,"$ 36,120,882.00",$ 0.00,"$ 36,120,882.00",$ 0.00,"$ 36,120,882.00","$ 35,737,604.33","$ 35,737,604.33","$ 35,737,604.33"
01-01-01,SENADO DE LA REPÚBLICA,A-3-5-3-43,A,3,5,3,43,,,,Nación,10,CSF,SEGURO DE VIDA - SENADORES Y REPRESENTANTES (ART. 389 - LEY 5 DE 1992),"$ 1,448,180,000.00",$ 0.00,"$ 728,907,000.00","$ 719,273,000.00",$ 0.00,"$ 719,272,146.00",$ 854.00,"$ 719,272,146.00","$ 463,398,146.00","$ 463,398,146.00","$ 463,398,146.00"
01-01-01,SENADO DE LA REPÚBLICA,A-3-6-1-1,A,3,6,1,1,,,,Nación,10,CSF,SENTENCIAS Y CONCILIACIONES,$ 0.00,"$ 360,000,000.00",$ 0.00,"$ 360,000,000.00",$ 0.00,"$ 24,084,713.00","$ 335,915,287.00","$ 24,084,713.00","$ 24,084,713.00","$ 24,084,713.00","$ 24,084,713.00"
01-01-01,SENADO DE LA REPÚBLICA,A-3-6-3-20,A,3,6,3,20,,,,Nación,10,CSF,OTRAS TRANSFERENCIAS - PREVIO CONCEPTO DGPPN,"$ 6,082,032,903.00",$ 0.00,"$ 6,082,032,903.00",$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00
01-01-01,SENADO DE LA REPÚBLICA,C-0101-1000-2,C,0101,1000,2,,,,,Nación,11,CSF,"IMPLEMENTACIÓN DE ESTRATEGIAS DE PARTICIPACIÓN DE LA SOCIEDAD, EN LA ACTIVIDAD LEGISLATIVA DEL SENADO DE LA REPÚBLICA, A NIVEL NACIONAL","$ 2,000,000,000.00",$ 0.00,$ 0.00,"$ 2,000,000,000.00",$ 0.00,"$ 1,633,064,883.00","$ 366,935,117.00","$ 1,633,064,883.00","$ 1,541,124,883.00","$ 1,541,124,883.00","$ 1,541,124,883.00"
01-01-01,SENADO DE LA REPÚBLICA,C-0199-1000-6,C,0199,1000,6,,,,,Nación,11,CSF,MEJORAMIENTO DE LAS CONDICIONES DE SEGURIDAD Y OPORTUNIDAD EN LOS DESPLAZAMIENTOS DE LOS SERVIDORES PUBLICOS DEL SENADO DE LA REPUBLICA NACIONAL,"$ 33,800,000,000.00","$ 10,781,991,234.00","$ 17,135,000,000.00","$ 27,446,991,234.00",$ 0.00,"$ 27,446,958,711.00","$ 32,523.00","$ 27,446,958,711.00","$ 16,438,009,811.00","$ 16,438,009,811.00","$ 16,438,009,811.00"
01-01-01,SENADO DE LA REPÚBLICA,C-0199-1000-7,C,0199,1000,7,,,,,Nación,11,CSF,FORTALECIMIENTO Y ACTUALIZACION DE LOS SISTEMAS DE INFORMACION Y DE LA PLATAFORMA TECNOLOGICA DEL SENADO DE LA REPUBLICA EN EL TERRITORIO NACIONAL,$ 0.00,"$ 6,970,000,000.00","$ 6,466,829,547.00","$ 503,170,453.00",$ 0.00,"$ 503,170,453.00",$ 0.00,"$ 503,170,453.00","$ 134,355,753.00","$ 134,355,753.00","$ 134,355,753.00"
01-01-01,SENADO DE LA REPÚBLICA,C-0199-1000-8,C,0199,1000,8,,,,,Nación,11,CSF,AMPLIACION Y ACTUALIZACION DEL SISTEMA INTEGRADO DE SEGURIDAD DEL CONGRESO EN EL TERRITORIO NACIONAL,$ 0.00,"$ 2,700,000,000.00","$ 2,700,000,000.00",$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00
01-01-01,SENADO DE LA REPÚBLICA,C-0199-1000-9,C,0199,1000,9,,,,,Nación,11,CSF,"RESTAURACION DE LAS SEDES DEL SENADO DE LA REPUBLICA, A NIVEL NACIONAL",$ 0.00,"$ 600,000,000.00","$ 537,000,000.00","$ 63,000,000.00",$ 0.00,"$ 44,000,000.00","$ 19,000,000.00","$ 44,000,000.00","$ 44,000,000.00","$ 44,000,000.00","$ 44,000,000.00"
01-01-01,SENADO DE LA REPÚBLICA,C-0199-1000-10,C,0199,1000,10,,,,,Nación,11,CSF,"ADECUACION DE LA INFRAESTRUCTURA FISICA DEL SENADO DE LA REPUBLICA, A NIVEL NACIONAL",$ 0.00,"$ 3,070,000,000.00","$ 1,078,161,687.00","$ 1,991,838,313.00",$ 0.00,"$ 1,585,561,868.22","$ 406,276,444.78","$ 1,585,561,868.22","$ 83,066,667.00","$ 83,066,667.00","$ 83,066,667.00"
01-01-02,CÁMARA DE REPRESENTANTES,A-1-0-1-1,A,1,0,1,1,,,,Nación,10,CSF,SUELDOS DE PERSONAL DE NOMINA,"$ 97,996,608,102.00","$ 17,510,000,000.00","$ 11,331,000,000.00","$ 104,175,608,102.00",$ 0.00,"$ 103,915,274,411.00","$ 260,333,691.00","$ 103,868,388,645.00","$ 102,551,468,410.00","$ 102,551,468,410.00","$ 102,551,468,410.00"
01-01-02,CÁMARA DE REPRESENTANTES,A-1-0-1-4,A,1,0,1,4,,,,Nación,10,CSF,PRIMA TECNICA,"$ 3,407,663,961.00",$ 0.00,$ 0.00,"$ 3,407,663,961.00",$ 0.00,"$ 3,090,068,857.00","$ 317,595,104.00","$ 3,090,068,857.00","$ 3,090,068,857.00","$ 3,090,068,857.00","$ 3,090,068,857.00"
01-01-02,CÁMARA DE REPRESENTANTES,A-1-0-1-5,A,1,0,1,5,,,,Nación,10,CSF,OTROS,"$ 72,867,205,646.00","$ 7,351,000,000.00","$ 2,763,000,000.00","$ 77,455,205,646.00",$ 0.00,"$ 77,375,260,977.00","$ 79,944,669.00","$ 77,375,260,977.00","$ 77,375,260,977.00","$ 77,375,260,977.00","$ 77,375,260,977.00"
01-01-02,CÁMARA DE REPRESENTANTES,A-1-0-1-9,A,1,0,1,9,,,,Nación,10,CSF,"HORAS EXTRAS, DIAS FESTIVOS E INDEMNIZACION POR VACACIONES",$ 0.00,"$ 1,354,000,000.00",$ 0.00,"$ 1,354,000,000.00",$ 0.00,"$ 1,352,822,838.00","$ 1,177,162.00","$ 1,352,822,838.00","$ 1,352,822,838.00","$ 1,352,822,838.00","$ 1,352,822,838.00"
01-01-02,CÁMARA DE REPRESENTANTES,A-1-0-2,A,1,0,2,,,,,Nación,10,CSF,SERVICIOS PERSONALES INDIRECTOS,"$ 3,461,228,480.00","$ 8,374,902,343.00",$ 0.00,"$ 11,836,130,823.00",$ 0.00,"$ 11,819,611,770.00","$ 16,519,053.00","$ 11,819,609,383.00","$ 11,612,698,205.00","$ 11,612,698,205.00","$ 11,612,698,205.00"
01-01-02,CÁMARA DE REPRESENTANTES,A-1-0-5,A,1,0,5,,,,,Nación,10,CSF,CONTRIBUCIONES INHERENTES A LA NOMINA SECTOR PRIVADO Y PUBLICO,"$ 64,071,327,871.00","$ 12,198,000,000.00","$ 7,700,000,000.00","$ 68,569,327,871.00",$ 0.00,"$ 68,541,711,105.00","$ 27,616,766.00","$ 68,067,035,124.00","$ 63,163,200,082.00","$ 63,163,200,082.00","$ 63,163,200,082.00"
01-01-02,CÁMARA DE REPRESENTANTES,A-2-0-3,A,2,0,3,,,,,Nación,10,CSF,IMPUESTOS Y MULTAS,"$ 170,980,000.00",$ 0.00,"$ 100,000,000.00","$ 70,980,000.00",$ 0.00,"$ 17,900,300.00","$ 53,079,700.00","$ 17,900,300.00","$ 17,900,300.00","$ 17,900,300.00","$ 17,900,300.00"
01-01-02,CÁMARA DE REPRESENTANTES,A-2-0-4,A,2,0,4,,,,,Nación,10,CSF,ADQUISICION DE BIENES Y SERVICIOS,"$ 26,360,068,992.00","$ 9,492,000,000.00","$ 295,000,000.00","$ 35,557,068,992.00",$ 0.00,"$ 35,524,959,527.00","$ 32,109,465.00","$ 35,444,625,644.00","$ 31,578,093,782.00","$ 31,578,093,782.00","$ 31,578,093,782.00"
01-01-02,CÁMARA DE REPRESENTANTES,A-3-2-1-1,A,3,2,1,1,,,,Nación,10,CSF,CUOTA DE AUDITAJE CONTRANAL,$ 0.00,"$ 133,000,000.00","$ 133,000,000.00",$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00
01-01-02,CÁMARA DE REPRESENTANTES,A-3-2-1-1,A,3,2,1,1,,,,Nación,10,SSF,CUOTA DE AUDITAJE CONTRANAL,$ 0.00,"$ 133,000,000.00",$ 0.00,"$ 133,000,000.00",$ 0.00,"$ 132,132,379.00","$ 867,621.00","$ 132,132,379.00","$ 132,132,379.00","$ 132,132,379.00","$ 132,132,379.00"
01-01-02,CÁMARA DE REPRESENTANTES,A-3-2-1-1,A,3,2,1,1,,,,Nación,11,SSF,CUOTA DE AUDITAJE CONTRANAL,"$ 429,510,000.00",$ 0.00,$ 0.00,"$ 429,510,000.00",$ 0.00,"$ 429,510,000.00",$ 0.00,"$ 429,510,000.00","$ 429,510,000.00","$ 429,510,000.00","$ 429,510,000.00"
01-01-02,CÁMARA DE REPRESENTANTES,A-3-5-3-43,A,3,5,3,43,,,,Nación,10,CSF,SEGURO DE VIDA - SENADORES Y REPRESENTANTES (ART. 389 - LEY 5 DE 1992),"$ 412,000,000.00","$ 35,000,000.00",$ 0.00,"$ 447,000,000.00",$ 0.00,"$ 447,000,000.00",$ 0.00,"$ 445,838,153.00","$ 371,434,959.00","$ 371,434,959.00","$ 371,434,959.00"
01-01-02,CÁMARA DE REPRESENTANTES,A-3-6-1-1,A,3,6,1,1,,,,Nación,10,CSF,SENTENCIAS Y CONCILIACIONES,$ 0.00,"$ 263,000,000.00",$ 0.00,"$ 263,000,000.00",$ 0.00,"$ 262,713,219.00","$ 286,781.00","$ 262,713,219.00","$ 262,713,219.00","$ 262,713,219.00","$ 262,713,219.00"
01-01-02,CÁMARA DE REPRESENTANTES,A-3-6-3-21,A,3,6,3,21,,,,Nación,10,CSF,OTRAS TRANSFERENCIAS,"$ 4,674,902,343.00",$ 0.00,"$ 4,674,902,343.00",$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00
01-01-02,CÁMARA DE REPRESENTANTES,C-0101-1000-1,C,0101,1000,1,,,,,Nación,11,CSF,IMPLEMENTACION DE ESTRATEGIAS DE PARTICIPACIÓN Y COMUNICACIÓN EN LA ACTIVIDAD LEGISLATIVA DE LA CÁMARA DE REPRESENTANTES A NIVEL NACIONAL,"$ 1,047,000,000.00",$ 0.00,"$ 1,047,000,000.00",$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00
01-01-02,CÁMARA DE REPRESENTANTES,C-0199-1000-2,C,0199,1000,2,,,,,Nación,11,CSF,MEJORAMIENTO DE LAS CONDICIONES DE SEGURIDAD Y PROTECCION EN LOS DESPLAZAMIENTOS DE LOS REPRESENTANTES A LA CAMARA. NACIONAL,"$ 37,800,000,000.00","$ 1,731,470,442.00","$ 3,430,605,067.00","$ 36,100,865,375.00",$ 0.00,"$ 36,100,800,846.00","$ 64,529.00","$ 36,099,500,479.00","$ 25,284,364,937.01","$ 25,284,364,937.01","$ 25,284,364,937.01"
01-01-02,CÁMARA DE REPRESENTANTES,C-0199-1000-3,C,0199,1000,3,,,,,Nación,11,CSF,MEJORAMIENTO Y ACTUALIZACION TECNOLOGICA DEL SALON ELIPTICO Y DE LAS COMISIONES DE LA CAMARA DE REPRESENTANTES A NIVEL NACIONAL,"$ 5,000,000,000.00",$ 0.00,"$ 4,821,470,442.00","$ 178,529,558.00",$ 0.00,$ 0.00,"$ 178,529,558.00",$ 0.00,$ 0.00,$ 0.00,$ 0.00
01-01-02,CÁMARA DE REPRESENTANTES,C-0199-1000-4,C,0199,1000,4,,,,,Nación,11,CSF,MEJORAMIENTO DEL SISTEMA DE GESTION DOCUMENTAL Y DE LA INFORMACION EN LA CAMARA DE REPRESENTANTES BOGOTA,$ 0.00,"$ 3,630,605,067.00",$ 0.00,"$ 3,630,605,067.00",$ 0.00,"$ 3,630,605,067.00",$ 0.00,"$ 3,629,070,852.00","$ 3,619,070,852.00","$ 3,619,070,852.00","$ 3,619,070,852.00"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-1-0-1-1,A,1,0,1,1,,,,Nación,10,CSF,SUELDOS DE PERSONAL DE NOMINA,"$ 35,382,000,000.00",$ 0.00,$ 0.00,"$ 35,382,000,000.00",$ 0.00,"$ 33,749,132,817.72","$ 1,632,867,182.28","$ 33,749,132,817.72","$ 33,749,132,817.72","$ 33,749,132,817.72","$ 33,749,132,817.72"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-1-0-1-4,A,1,0,1,4,,,,Nación,10,CSF,PRIMA TECNICA,"$ 11,519,000,000.00",$ 0.00,$ 0.00,"$ 11,519,000,000.00",$ 0.00,"$ 10,416,252,836.90","$ 1,102,747,163.10","$ 10,416,252,836.90","$ 10,416,252,836.90","$ 10,416,252,836.90","$ 10,416,252,836.90"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-1-0-1-5,A,1,0,1,5,,,,Nación,10,CSF,OTROS,"$ 28,823,000,000.00","$ 166,000,000.00",$ 0.00,"$ 28,989,000,000.00",$ 0.00,"$ 27,489,161,811.69","$ 1,499,838,188.31","$ 27,489,161,811.69","$ 27,478,207,845.08","$ 27,478,207,845.08","$ 27,478,207,845.08"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-1-0-1-9,A,1,0,1,9,,,,Nación,10,CSF,"HORAS EXTRAS, DIAS FESTIVOS E INDEMNIZACION POR VACACIONES","$ 2,881,000,000.00","$ 806,000,000.00",$ 0.00,"$ 3,687,000,000.00",$ 0.00,"$ 3,580,954,505.61","$ 106,045,494.39","$ 3,580,954,505.61","$ 3,299,661,674.21","$ 3,299,661,674.21","$ 3,299,661,674.21"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-1-0-2,A,1,0,2,,,,,Nación,10,CSF,SERVICIOS PERSONALES INDIRECTOS,"$ 3,429,000,000.00",$ 0.00,$ 0.00,"$ 3,429,000,000.00",$ 0.00,"$ 3,178,567,004.67","$ 250,432,995.33","$ 3,178,567,004.67","$ 2,801,993,998.00","$ 2,801,993,998.00","$ 2,801,993,998.00"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-1-0-5,A,1,0,5,,,,,Nación,10,CSF,CONTRIBUCIONES INHERENTES A LA NOMINA SECTOR PRIVADO Y PUBLICO,"$ 22,695,000,000.00",$ 0.00,"$ 972,000,000.00","$ 21,723,000,000.00",$ 0.00,"$ 18,261,640,898.00","$ 3,461,359,102.00","$ 18,261,640,898.00","$ 18,259,664,176.00","$ 18,259,664,176.00","$ 18,259,664,176.00"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-2-0-3,A,2,0,3,,,,,Nación,10,CSF,IMPUESTOS Y MULTAS,"$ 309,000,000.00",$ 0.00,$ 0.00,"$ 309,000,000.00",$ 0.00,"$ 130,567,000.00","$ 178,433,000.00","$ 130,567,000.00","$ 130,567,000.00","$ 130,567,000.00","$ 130,567,000.00"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-2-0-4,A,2,0,4,,,,,Nación,10,CSF,ADQUISICION DE BIENES Y SERVICIOS,"$ 40,463,000,000.00","$ 5,666,683,765.00",$ 0.00,"$ 46,129,683,765.00",$ 0.00,"$ 42,887,777,961.80","$ 3,241,905,803.20","$ 42,887,777,961.80","$ 39,879,608,384.77","$ 39,879,608,384.77","$ 39,879,608,384.77"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-3-1-1-11,A,3,1,1,11,,,,Nación,10,CSF,FONDO DE PROGRAMAS ESPECIALES PARA LA PAZ : PROGRAMA DESMOVILIZADOS,"$ 10,000,000,000.00","$ 68,727,000,000.00","$ 924,589,749.00","$ 77,802,410,251.00",$ 0.00,"$ 76,057,309,040.84","$ 1,745,101,210.16","$ 76,057,309,040.84","$ 70,265,262,530.23","$ 70,265,262,530.23","$ 70,265,262,530.23"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-3-1-1-18,A,3,1,1,18,,,,Nación,10,CSF,PLAN DE PROMOCION DE COLOMBIA EN EL EXTERIOR,"$ 1,126,000,000.00",$ 0.00,"$ 374,383,765.00","$ 751,616,235.00",$ 0.00,"$ 288,002,636.40","$ 463,613,598.60","$ 288,002,636.40","$ 286,597,470.40","$ 286,597,470.40","$ 286,597,470.40"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-3-2-1-1,A,3,2,1,1,,,,Nación,11,SSF,CUOTA DE AUDITAJE CONTRANAL,"$ 436,000,000.00",$ 0.00,$ 0.00,"$ 436,000,000.00",$ 0.00,"$ 367,636,746.00","$ 68,363,254.00","$ 367,636,746.00","$ 367,636,746.00","$ 367,636,746.00","$ 367,636,746.00"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-3-6-1-1,A,3,6,1,1,,,,Nación,10,CSF,SENTENCIAS Y CONCILIACIONES,"$ 543,000,000.00","$ 1,043,705,858.00",$ 0.00,"$ 1,586,705,858.00",$ 0.00,"$ 1,579,445,693.65","$ 7,260,164.35","$ 1,579,445,693.65","$ 1,579,445,693.65","$ 1,579,445,693.65","$ 1,579,445,693.65"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-3-6-1-3,A,3,6,1,3,,,,Nación,10,CSF,FALLOS CORTE INTERAMERICANA DE DERECHOS HUMANOS,$ 0.00,"$ 1,997,000,000.00",$ 0.00,"$ 1,997,000,000.00",$ 0.00,"$ 1,890,068,233.19","$ 106,931,766.81","$ 1,890,068,233.19","$ 1,890,068,233.19","$ 1,890,068,233.19","$ 1,890,068,233.19"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-3-6-3-20,A,3,6,3,20,,,,Nación,10,CSF,OTRAS TRANSFERENCIAS - PREVIO CONCEPTO DGPPN,"$ 8,206,000,000.00",$ 0.00,"$ 7,508,000,000.00","$ 698,000,000.00","$ 698,000,000.00",$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-3-6-3-69,A,3,6,3,69,,,,Nación,10,CSF,TRANSFERENCIAS PARA LA ESTRATEGIA  DE DIFUSION DE LA GESTION GUBERNAMENTAL PARA EL DESARROLLO SOCIAL  Y COMUNITARIO,"$ 2,129,000,000.00","$ 1,600,000,000.00","$ 400,000,000.00","$ 3,329,000,000.00",$ 0.00,"$ 2,989,901,067.67","$ 339,098,932.33","$ 2,989,901,067.67","$ 2,928,918,512.67","$ 2,928,918,512.67","$ 2,928,918,512.67"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-3-6-3-171,A,3,6,3,171,,,,Nación,10,CSF,FONDO COLOMBIA EN PAZ (FCP) - DECRETO 691/2017,$ 0.00,"$ 147,250,322,764.00",$ 0.00,"$ 147,250,322,764.00",$ 0.00,"$ 147,250,322,764.00",$ 0.00,"$ 147,250,322,764.00","$ 45,529,000,000.00","$ 45,529,000,000.00","$ 45,529,000,000.00"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0201-1000-1,C,0201,1000,1,,,,,Nación,11,CSF,DESARROLLO  DE LA POLÍTICA INTERSECTORIAL DE PREVENCIÓN DE RECLUTAMIENTO NIVEL NACIONAL,"$ 183,578,136.00",$ 0.00,$ 0.00,"$ 183,578,136.00",$ 0.00,"$ 142,948,371.00","$ 40,629,765.00","$ 142,948,371.00","$ 105,589,514.00","$ 105,589,514.00","$ 105,589,514.00"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0201-1000-2,C,0201,1000,2,,,,,Nación,11,CSF,"FORTALECIMIENTO Y CONSOLIDACION DE LA RESPUESTA ARTICULADA DEL ESTADO COLOMBIANO EN DDHH Y DIH, EN EL MARCO DE LA CONSTRUCCION DE UNA CULTURA EN LA MATERIA NACIONAL","$ 515,000,000.00",$ 0.00,"$ 68,220,000.00","$ 446,780,000.00",$ 0.00,"$ 392,191,377.53","$ 54,588,622.47","$ 392,191,377.53","$ 300,564,575.13","$ 300,564,575.13","$ 300,564,575.13"
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0201-1000-3,C,0201,1000,3,,,,,Nación,11,CSF,"DISEÑO E IMPLEMENTACIÓN DEL SISTEMA NACIONAL DE INFORMACIÓN PARA EL SEGUIMIENTO, MONITOREO Y EVALUACIÓN DE LA POLÍTICA PÚBLICA INTEGRAL EN DERECHOS HUMANOS  NACIONAL","$ 400,000,000.00",$ 0.00,"$ 400,000,000.00",$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00,$ 0.00
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0202-1000-1,C,0202,1000,1,,,,,Nación,11,CSF,IMPLEMENTACIÓN DE ESTRATEGIAS EN FAVOR DE LA PRIMERA INFANCIA,"$ 11,802,442,000.00",$ 0.00,"$ 3,401,000,000.00","$ 8,401,442,000.00",$ 0.00,"$ 7,518,992,564.47","$ 882,449,435.53","$ 7,518,992,564.47","$ 4,214,741,566.79","$ 4,214,741,566.79","$ 4,214,741,566.79"
