Tabla 1
Año Fiscal:;2017;;;;;;;;;;;;;;;;
Vigencia:;Cuentas x Pagar;;;;;;;;;;;;;;;;
Periodo:;Enero-Diciembre;;;;;;;;;;;;;;;;
UEJ;NOMBRE UEJ;RUBRO;TIPO;CTA;"SUB
CTA";OBJ;ORD;"SOR
ORD";ITEM;"SUB
ITEM";FUENTE;REC;SIT;DESCRIPCION;OBLIGACION;ORDEN PAGO;PAGOS
01-01-01;SENADO DE LA REPÚBLICA;C-520-1000-2;C;520;1000;2;;;;;Nación;13;CSF;FORTALECIMIENTO Y MODERNIZACIÓN DE LA PLATAFORMA TECNOLÓGICA Y LA GESTIÓN DOCUMENTAL DEL SENADO DE LA REPÚBLICA , , BOGOTÁ;$ 8.000.000,00;$ 8.000.000,00;$ 8.000.000,00
01-01-02;CÁMARA DE REPRESENTANTES;A-1-0-2;A;1;0;2;;;;;Nación;10;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 8.840.001,00;$ 8.840.001,00;$ 8.840.001,00
01-01-02;CÁMARA DE REPRESENTANTES;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 1.343.505.176,00;$ 1.343.505.176,00;$ 1.343.505.176,00
01-01-02;CÁMARA DE REPRESENTANTES;C-223-1000-2;C;223;1000;2;;;;;Nación;13;CSF;DOTACIÓN DE VEHÍCULOS PARA EL MEJORAMIENTO DE LAS CONDICIONES DE SEGURIDAD Y OPORTUNIDAD EN LOS DESPLAZAMIENTOS DE LA CÁMARA DE REPRESENTANTES;$ 2.203.822.525,00;$ 2.203.822.525,00;$ 2.203.822.525,00
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;A-1-0-1-9;A;1;0;1;9;;;;Nación;10;CSF;HORAS EXTRAS, DIAS FESTIVOS E INDEMNIZACION POR VACACIONES;$ 97.438.252,20;$ 97.438.252,20;$ 97.438.252,20
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;A-1-0-2;A;1;0;2;;;;;Nación;10;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 143.708.251,48;$ 143.708.251,48;$ 143.708.251,48
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 4.144.543.834,23;$ 4.144.543.834,23;$ 4.144.543.834,23
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;A-3-1-1-11;A;3;1;1;11;;;;Nación;10;CSF;FONDO DE PROGRAMAS ESPECIALES PARA LA PAZ : PROGRAMA DESMOVILIZADOS;$ 30.439.336.775,93;$ 30.439.336.775,93;$ 30.439.336.775,93
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;A-3-1-1-18;A;3;1;1;18;;;;Nación;10;CSF;PLAN DE PROMOCION DE COLOMBIA EN EL EXTERIOR;$ 13.316.667,00;$ 13.316.667,00;$ 13.316.667,00
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;A-3-6-3-69;A;3;6;3;69;;;;Nación;10;CSF;TRANSFERENCIAS PARA LA ESTRATEGIA  DE DIFUSION DE LA GESTION GUBERNAMENTAL PARA EL DESARROLLO SOCIAL  Y COMUNITARIO;$ 144.453.747,32;$ 144.453.747,32;$ 144.453.747,32
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-113-1000-5;C;113;1000;5;;;;;Nación;13;CSF;ADECUACIÓN Y MANTENIMIENTO DE LAS SEDES DE LA PRESIDENCIA DE LA REPÚBLICA;$ 1.204.574.510,79;$ 1.204.574.510,79;$ 1.204.574.510,79
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-223-1000-2;C;223;1000;2;;;;;Nación;11;CSF;INNOVACIÓN PARA MEJORAR LA INTEGRIDAD, DISPONIBILIDAD Y CONFIDENCIALIDAD DE LA INFORMACIÓN DE TICS A NIVEL NACIONAL;$ 4.455.275.062,34;$ 4.455.275.062,34;$ 4.455.275.062,34
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-51;C;520;1000;51;;;;;Nación;11;CSF;FORTALECIMIENTO ACCION INTEGRAL CONTRA MINAS ANTIPERSONAL NACIONAL;$ 8.375.816,00;$ 8.375.816,00;$ 8.375.816,00
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-53;C;520;1000;53;;;;;Nación;11;CSF;DESARROLLO  DE LA POLÍTICA INTERSECTORIAL DE PREVENCIÓN DE RECLUTAMIENTO  NIVEL NACIONAL;$ 88.792.617,00;$ 88.792.617,00;$ 88.792.617,00
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-56;C;520;1000;56;;;;;Nación;11;CSF;IMPLANTACIÓN DE  PROGRAMAS ESPECIALES PARA LA PAZ. LEY 368/97 –  ACCIONES Y ACTIVIDADES DE PAZ. NACIONAL;$ 3.073.694,00;$ 3.073.694,00;$ 3.073.694,00
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-56;C;520;1000;56;;;;;Nación;13;CSF;IMPLANTACIÓN DE  PROGRAMAS ESPECIALES PARA LA PAZ. LEY 368/97 –  ACCIONES Y ACTIVIDADES DE PAZ. NACIONAL;$ 1.508.566.482,00;$ 1.508.566.482,00;$ 1.508.566.482,00
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-58;C;520;1000;58;;;;;Nación;11;CSF;FORTALECIMIENTO Y CONSOLIDACION DE LA RESPUESTA ARTICULADA DEL ESTADO COLOMBIANO EN DDHH Y DIH, EN EL MARCO DE LA CONSTRUCCION DE UNA CULTURA EN LA MATERIA NACIONAL;$ 303.568.911,21;$ 303.568.911,21;$ 303.568.911,21
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-64;C;520;1000;64;;;;;Nación;11;CSF;FORTALECIMIENTO Y SOSTENIBILIDAD DE LAS CAPACIDADES INSTITUCIONALES Y TERRITORIALES PARA LA IMPLEMENTACIÓN DE LA POLÍTICA DE ACCIÓN INTEGRAL CONTRA MINAS ANTIPERSONAL;$ 536.757.341,00;$ 536.757.341,00;$ 536.757.341,00
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-65;C;520;1000;65;;;;;Nación;11;CSF;FORTALECIMIENTO DEL FUNCIONAMIENTO DEL SISTEMA NACIONAL DE JUVENTUD;$ 64.883.567,00;$ 64.883.567,00;$ 64.883.567,00
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-66;C;520;1000;66;;;;;Nación;11;CSF;IMPLEMENTACIÓN DE ESTRATEGIAS EN FAVOR DE LA PRIMERA INFANCIA;$ 14.397.219.075,91;$ 14.397.219.075,91;$ 14.397.219.075,91
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-67;C;520;1000;67;;;;;Nación;11;CSF;DESARROLLO DE LAS ESTRATEGIAS DE LA POLÍTICA PÚBLICA INTEGRAL ANTICORRUPCIÓN;$ 84.350.100,33;$ 84.350.100,33;$ 84.350.100,33
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-68;C;520;1000;68;;;;;Nación;13;CSF;FORTALECIMIENTO DE LA GESTIÓN DOCUMENTAL DEL DEPARTAMENTO ADMINISTRATIVO DE LA PRESIDENCIA DE LA REPÚBLICA - DAPRE EN , , BOGOTÁ;$ 453.028.048,00;$ 453.028.048,00;$ 453.028.048,00
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1500-15;C;520;1500;15;;;;;Nación;11;CSF;IMPLEMENTACIÓN DE ESTRATEGIAS DE ASISTENCIA TECNICA PARA EL FORTALECIMIENTO INSTITUCIONAL EN ASUNTOS DE GENERO A NIVEL NACIONAL;$ 41.430.365,34;$ 41.430.365,34;$ 41.430.365,34
02-09-00;AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA;A-1-0-5;A;1;0;5;;;;;Nación;10;CSF;CONTRIBUCIONES INHERENTES A LA NOMINA SECTOR PRIVADO Y PUBLICO;$ 36.000,00;$ 36.000,00;$ 36.000,00
02-09-00;AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 629.292.372,19;$ 629.292.372,19;$ 629.292.372,19
02-09-00;AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA;A-3-4-3-1;A;3;4;3;1;;;;Nación;10;CSF;FONDO DE COOPERACION Y ASISTENCIA INTERNACIONAL  (LEY 318 DE 1996);$ 1.031.795.217,00;$ 1.031.795.217,00;$ 1.031.795.217,00
02-09-00;AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA;C-223-1000-1;C;223;1000;1;;;;;Nación;10;CSF;IMPLEMENTACIÓN DEL SISTEMA DE INFORMACIÓN DE LA COOPERACIÓN INTERNACIONAL DE COLOMBIA;$ 744.442.128,00;$ 744.442.128,00;$ 744.442.128,00
02-09-00;AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA;C-540-1000-5;C;540;1000;5;;;;;Nación;10;CSF;ADMINISTRACIÓN DE RECURSOS DE COOPERACIÓN TECNICA Y FINANCIERA NO REEMBOLSABLE PARA EL FORTALECIMIENTO DE LA OFERTA DE COOPERACIÓN DE COLOMBIA;$ 744.797.473,00;$ 744.797.473,00;$ 744.797.473,00
02-09-00;AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA;C-540-1000-13;C;540;1000;13;;;;;Propios;25;CSF;ADMINISTRACION DE RECURSOS DE COOPERACION INTERNACIONAL A NIVEL NACIONAL;$ 7.300.000,00;$ 7.300.000,00;$ 7.300.000,00
02-11-00;UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES;A-1-0-2;A;1;0;2;;;;;Nación;10;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 146.402.803,34;$ 146.402.803,34;$ 146.402.803,34
02-11-00;UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES;A-1-0-5;A;1;0;5;;;;;Nación;10;CSF;CONTRIBUCIONES INHERENTES A LA NOMINA SECTOR PRIVADO Y PUBLICO;$ 188.917.572,00;$ 188.917.572,00;$ 188.917.572,00
02-11-00;UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 179.403.426,14;$ 179.403.426,14;$ 179.403.426,14
02-11-00;UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES;A-3-2-1-5;A;3;2;1;5;;;;Nación;10;CSF;ATENCION DE DESASTRES Y EMERGENCIAS EN EL TERRITORIO NACIONAL - FONDO NACIONAL DE GESTION DEL RIESGO DE DESASTRES;$ 97.870.960.000,00;$ 97.870.960.000,00;$ 97.870.960.000,00
02-11-00;UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES;A-3-2-1-5;A;3;2;1;5;;;;Nación;14;CSF;ATENCION DE DESASTRES Y EMERGENCIAS EN EL TERRITORIO NACIONAL - FONDO NACIONAL DE GESTION DEL RIESGO DE DESASTRES;$ 58.132.245.068,00;$ 58.132.245.068,00;$ 58.132.245.068,00
02-11-00;UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES;C-223-1001-1;C;223;1001;1;;;;;Nación;11;CSF;IMPLEMENTACION DEL  SISTEMA NACIONAL DE INFORMACION PARA LA GESTION DEL RIESGO DE DESASTRES. , NACIONAL;$ 5.136.666,67;$ 5.136.666,67;$ 5.136.666,67
02-11-00;UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES;C-310-1403-1;C;310;1403;1;;;;;Nación;11;CSF;ASISTENCIA TENICA A LAS ENTIDADES TERRITORIALES EN LA IMPLEMENTACION DE LOS COMPONENTES DEL SNGRD DE ACUERDO A LA LEY 1523 DE 2012. , NACIONAL;$ 62.904.207,66;$ 62.904.207,66;$ 62.904.207,66
02-11-00;UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES;C-320-1507-1;C;320;1507;1;;;;;Nación;11;CSF;FORTALECIMIENTO DE POLITICAS E INSTRUMENTOS FINANCIEROS DEL SISTEMA NACIONAL DE GESTION DEL RIESGO DE DESASTRES –SNGRD-DE COLOMBIA , NACIONAL;$ 23.405.692,33;$ 23.405.692,33;$ 23.405.692,33
02-12-00;AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN;A-1-0-1-9;A;1;0;1;9;;;;Nación;10;CSF;HORAS EXTRAS, DIAS FESTIVOS E INDEMNIZACION POR VACACIONES;$ 5.100.017,00;$ 5.100.017,00;$ 5.100.017,00
02-12-00;AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN;A-1-0-2;A;1;0;2;;;;;Nación;10;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 128.591.833,00;$ 128.591.833,00;$ 128.591.833,00
02-12-00;AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 488.058.257,00;$ 488.058.257,00;$ 488.058.257,00
02-12-00;AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN;A-3-1-1-28;A;3;1;1;28;;;;Nación;10;CSF;FONDO DE PROGRAMAS ESPECIALES PARA LA PAZ: PROGRAMA DE REINTEGRACION SOCIAL Y ECONOMICA;$ 4.915.540.784,00;$ 4.915.540.784,00;$ 4.915.540.784,00
02-12-00;AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN;C-520-1000-2;C;520;1000;2;;;;;Nación;11;CSF;IMPLEMENTACIÓN MODELO DE REINTEGRACION COMUNITARIA Y ACCIONES DE PREVENCION DEL RECLUTAMIENTO COMUNIDADES RECEPTORAS DE POBLACION EN PROCESO DE REINTEGRACION NACIONAL;$ 658.941.998,00;$ 658.941.998,00;$ 658.941.998,00
02-13-00;AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS;C-121-1403-1;C;121;1403;1;;;;;Propios;21;CSF;RENOVACION URBANA CENTRO ADMINISTRATIVO NACIONAL- CIUDAD CAN BOGOTA D.C;$ 799.549.518,00;$ 799.549.518,00;$ 799.549.518,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;A-1-0-1-9;A;1;0;1;9;;;;Nación;10;CSF;HORAS EXTRAS, DIAS FESTIVOS E INDEMNIZACION POR VACACIONES;$ 45.667.517,00;$ 45.667.517,00;$ 45.667.517,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;A-1-0-2;A;1;0;2;;;;;Nación;10;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 906.842.122,36;$ 906.842.122,36;$ 906.842.122,36
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 996.798.115,17;$ 996.798.115,17;$ 996.798.115,17
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-223-1000-1;C;223;1000;1;;;;;Nación;10;CSF;DESARROLLO IMPLEMENTACION Y MANTENIMIENTO DE SERVICIOS DE TECNOLOGIAS DE INFORMACION Y COMUNICACIONES EN EL DEPARTAMENTO NACIONAL DE PLANEACION;$ 1.942.523.025,25;$ 1.942.523.025,25;$ 1.942.523.025,25
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-127;C;520;1000;127;;;;;Nación;10;CSF;DISEÑO Y ARTICULACIÓN DE  LOS INSTRUMENTOS, ESTRATEGIAS, LINEAMIENTOS Y DEMÁS REQUERIMIENTOS TÉCNICOS NECESARIOS PARA EL DESARROLLO DE LA POLÍTICA PÚBLICA DE PROTECCIÓN SOCIAL A NIVEL NACIONAL;$ 15.867.418.216,00;$ 15.867.418.216,00;$ 15.867.418.216,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-131;C;520;1000;131;;;;;Nación;10;CSF;IMPLEMENTACIÓN DEL PROGRAMA NACIONAL DE EFICIENCIA AL SERVICIO DEL CIUDADANO;$ 862.666.511,00;$ 862.666.511,00;$ 862.666.511,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-131;C;520;1000;131;;;;;Nación;14;CSF;IMPLEMENTACIÓN DEL PROGRAMA NACIONAL DE EFICIENCIA AL SERVICIO DEL CIUDADANO;$ 176.060.400,00;$ 176.060.400,00;$ 176.060.400,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-134;C;520;1000;134;;;;;Nación;10;CSF;FORTALECIMIENTO DE LA PLANEACIÓN Y COORDINACIÓN DE LAS POLÍTICAS E INVERSIÓN PÚBLICA PARA LA GESTIÓN DEL DESARROLLO TERRITORIAL. NACIONAL;$ 1.280.441.160,00;$ 1.280.441.160,00;$ 1.280.441.160,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-134;C;520;1000;134;;;;;Nación;14;CSF;FORTALECIMIENTO DE LA PLANEACIÓN Y COORDINACIÓN DE LAS POLÍTICAS E INVERSIÓN PÚBLICA PARA LA GESTIÓN DEL DESARROLLO TERRITORIAL. NACIONAL;$ 19.008.391.366,00;$ 19.008.391.366,00;$ 19.008.391.366,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-135;C;520;1000;135;;;;;Nación;10;CSF;FORTALECIMIENTO DE LA PLANEACIÓN ESTRATÉGICA SECTORIAL DE LARGO PLAZO NACIONAL;$ 1.497.573.277,00;$ 1.497.573.277,00;$ 1.497.573.277,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-135;C;520;1000;135;;;;;Nación;14;CSF;FORTALECIMIENTO DE LA PLANEACIÓN ESTRATÉGICA SECTORIAL DE LARGO PLAZO NACIONAL;$ 2.823.697.377,52;$ 2.823.697.377,52;$ 2.823.697.377,52
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-138;C;520;1000;138;;;;;Nación;10;CSF;APOYO A LA IMPLEMENTACIÓN DE LA POLÍTICA DE TRANSPORTE URBANO EN LOS MUNICIPIOS DE LA ESTRATEGIA DE VIVIENDA Y CIUD. AMABLES NACIONAL;$ 256.794.337,00;$ 256.794.337,00;$ 256.794.337,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-139;C;520;1000;139;;;;;Nación;14;CSF;APOYO TÉCNICO PARA LA IMPLEMENTACIÓN DE LAS ESTRATEGIAS DE LA POLÍTICA LOGÍSTICA NACIONAL;$ 1.508.478.984,00;$ 1.508.478.984,00;$ 1.508.478.984,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-142;C;520;1000;142;;;;;Nación;10;CSF;FORTALECIMIENTO DEL SISTEMA NACIONAL DE EVALUACIÓN Y DE GESTIÓN DE RESULTADOS - SINERGIA EN EL NIVEL NACIONAL Y TERRITORIAL;$ 2.504.872.030,00;$ 2.504.872.030,00;$ 2.504.872.030,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-143;C;520;1000;143;;;;;Nación;10;CSF;FORTALECIMIENTO DE LA INNOVACIÓN SOCIAL EN LA GESTIÓN PÚBLICA NACIONAL;$ 13.907.781,00;$ 13.907.781,00;$ 13.907.781,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-144;C;520;1000;144;;;;;Nación;10;CSF;FORTALECIMIENTO DE LA GESTION INSTITUCIONAL Y ORGANIZACIONAL DEL DEPARTAMENTO NACIONAL DE PLANEACION NACIONAL;$ 716.072.121,00;$ 716.072.121,00;$ 716.072.121,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-145;C;520;1000;145;;;;;Nación;10;CSF;FORTALECIMIENTO CAPACIDADES TÉCNICAS E INSTITUCIONALES PARA EL DISEÑO, IMPLEMENTACIÓN, SEGUIMIENTO Y EVALUACIÓN DE POLÍTICAS PÚBLICA DE DESARROLLO EMPRESARIAL NACIONAL;$ 173.182.303,00;$ 173.182.303,00;$ 173.182.303,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-630-1000-114;C;630;1000;114;;;;;Nación;10;CSF;APOYO AL DESARROLLO DE PROYECTOS A TRAVES DEL FONDO REGIONAL PARA LOS CONTRATOS PLAN;$ 2.291.666.666,00;$ 2.291.666.666,00;$ 2.291.666.666,00
03-03-00;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;A-1-0-2;A;1;0;2;;;;;Nación;10;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 49.203.260,00;$ 49.203.260,00;$ 49.203.260,00
03-03-00;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 575.968.077,37;$ 575.968.077,37;$ 575.968.077,37
03-03-00;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;C-520-1000-1;C;520;1000;1;;;;;Nación;10;CSF;FORTALECIMIENTO DE LA CONTRATACIÓN PÚBLICA NACIONAL;$ 379.206.849,00;$ 379.206.849,00;$ 379.206.849,00
03-03-00;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;C-520-1000-1;C;520;1000;1;;;;;Nación;14;CSF;FORTALECIMIENTO DE LA CONTRATACIÓN PÚBLICA NACIONAL;$ 104.808.078,00;$ 104.808.078,00;$ 104.808.078,00
03-03-00;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;C-520-1000-1;C;520;1000;1;;;;;Propios;21;CSF;FORTALECIMIENTO DE LA CONTRATACIÓN PÚBLICA NACIONAL;$ 27.862.516,00;$ 27.862.516,00;$ 27.862.516,00
03-24-00;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;A-1-0-2;A;1;0;2;;;;;Propios;20;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 517.495.522,00;$ 517.495.522,00;$ 517.495.522,00
03-24-00;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;A-2-0-4;A;2;0;4;;;;;Propios;20;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 1.637.267.956,00;$ 1.637.267.956,00;$ 1.637.267.956,00
03-24-00;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;A-3-6-3-6;A;3;6;3;6;;;;Propios;20;CSF;COSTOS DE ADMINISTRACION FIDUCIARIA Y OTROS GASTOS INHERENTES AL PROCESO DE TOMAS DE POSESION DE LAS EMPRESAS Y ENTIDADES PRESTADORAS DE SERVICIOS PUBLICOS DOMICILIARIOS.;$ 1.750.001,00;$ 1.750.001,00;$ 1.750.001,00
