UEJ;NOMBRE UEJ;RUBRO;TIPO;CTA;"SUB
CTA";OBJ;ORD;"SOR
ORD";ITEM;"SUB
ITEM";FUENTE;REC;SIT;DESCRIPCION;COMPROMISO;OBLIGACION;ORDEN PAGO;PAGOS
02-12-00;AGENCIA COLOMBIANA PARA LA REINTEGRACIÓN DE PERSONAS Y GRUPOS ALZADOS EN ARMAS;A-3-1-1-28;A;3;1;1;28;;;;Nación;10;CSF;FONDO DE PROGRAMAS ESPECIALES PARA LA PAZ: PROGRAMA DE REINTEGRACION SOCIAL Y ECONOMICA;$ 41.498.725,00;$ 41.498.725,00;$ 41.498.725,00;$ 41.498.725,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-134;C;520;1000;134;;;;;Nación;11;CSF;FORTALECIMIENTO DE LA PLANEACIÓN Y COORDINACIÓN DE LAS POLÍTICAS E INVERSIÓN PÚBLICA PARA LA GESTIÓN DEL DESARROLLO TERRITORIAL. NACIONAL;$ 0,00;$ 0,00;$ 0,00;$ 0,00
03-03-00;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;A-1-0-2;A;1;0;2;;;;;Nación;10;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 24.057.440,00;$ 24.057.440,00;$ 24.057.440,00;$ 24.057.440,00
03-03-00;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 65.087.392,00;$ 65.087.392,00;$ 65.087.392,00;$ 65.087.392,00
03-03-00;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;C-520-1000-1;C;520;1000;1;;;;;Nación;10;CSF;FORTALECIMIENTO DE LA CONTRATACIÓN PÚBLICA NACIONAL;$ 77.102.721,00;$ 77.102.721,00;$ 77.102.721,00;$ 77.102.721,00
03-03-00;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;C-520-1000-1;C;520;1000;1;;;;;Nación;14;CSF;FORTALECIMIENTO DE LA CONTRATACIÓN PÚBLICA NACIONAL;$ 4.000.000,00;$ 4.000.000,00;$ 4.000.000,00;$ 4.000.000,00
03-24-00;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;A-1-0-2;A;1;0;2;;;;;Propios;20;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 45.598.266,67;$ 45.598.266,67;$ 45.598.266,67;$ 45.598.266,67
03-24-00;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;A-2-0-4;A;2;0;4;;;;;Propios;20;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 93.794.367,83;$ 92.627.967,83;$ 92.627.967,83;$ 92.627.967,83
03-24-00;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;C-121-1000-1;C;121;1000;1;;;;;Propios;20;CSF;CONSTRUCCIÓN SEDES DE LA SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS A NIVEL NACIONAL;$ 1.065.446.556,03;$ 1.065.446.556,03;$ 1.065.446.556,03;$ 1.065.446.556,03
03-24-00;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;C-123-1000-1;C;123;1000;1;;;;;Propios;20;CSF;ADECUACION  INFRAESTRUCTURA FISICA DE LA SUPERINTENDENCIA DE SERVICIOS PULICOS NACIONAL;$ 363.569.473,50;$ 363.569.473,50;$ 363.569.473,50;$ 363.569.473,50
03-24-00;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;C-520-1000-123;C;520;1000;123;;;;;Propios;20;CSF;FORTALECIMIENTO DE LOS SISTEMAS DE INFORMACIÓN EN LA SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS;$ 172.873.568,84;$ 172.873.568,84;$ 172.873.568,84;$ 172.873.568,84
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;A-1-0-2;A;1;0;2;;;;;Nación;10;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 0,00;$ 0,00;$ 0,00;$ 0,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 159.257.244,06;$ 159.257.244,06;$ 159.257.244,06;$ 159.257.244,06
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;A-3-4-1-144;A;3;4;1;144;;;;Nación;10;CSF;ORGANIZACION PARA LA COOPERACION Y EL DESARROLLO ECONOMICO OCDE-ARTICULO 47 LEY 1450 DE 2011;$ 11.999.940,00;$ 11.999.940,00;$ 11.999.940,00;$ 11.999.940,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;A-3-6-1-1;A;3;6;1;1;;;;Nación;10;CSF;SENTENCIAS Y CONCILIACIONES;$ 1.892.200,00;$ 1.892.200,00;$ 1.892.200,00;$ 1.892.200,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-122-1000-1;C;122;1000;1;;;;;Nación;11;CSF;ADQUISICION , MEJORAMIENTO Y ADECUACION DE LA ESTRUCTURA FISICA DEL DANE A NIVEL NACIONAL - PREVIO CONCEPTO DNP;$ 81.910.977,19;$ 81.910.977,19;$ 81.910.977,19;$ 81.910.977,19
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-223-1000-1;C;223;1000;1;;;;;Nación;11;CSF;ADQUISICION Y MANTENIMIENTO DE LA DOTACION DEL DANE A NIVEL NACIONAL;$ 17.930.285,00;$ 17.930.285,00;$ 17.930.285,00;$ 17.930.285,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-410-1000-12;C;410;1000;12;;;;;Nación;11;CSF;LEVANTAMIENTO, RECOPILACION, SEGUIMIENTO  Y ACTUALIZACION  DE LA ENCUESTA LONGITUDINAL  DE PROTECCION  SOCIAL  PARA COLOMBIA  NACIONAL;$ 22.027.479,00;$ 22.027.479,00;$ 22.027.479,00;$ 22.027.479,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-1;C;450;1003;1;;;;;Nación;11;CSF;MEJORAMIENTO DE LA CAPACIDAD TECNICA Y ADMINISTRATIVA PARA LA PRODUCCION Y DIFUSION DE LA INFORMACION BASICA NACIONAL;$ 21.424.149,00;$ 21.424.149,00;$ 21.424.149,00;$ 21.424.149,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-2;C;450;1003;2;;;;;Nación;11;CSF;LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE LA INFORMACION RELACIONADA CON EL CUMPLIMIENTO DE LOS OBJETIVOS DEL MILENIO NACIONAL;$ 5.212.567,00;$ 5.212.567,00;$ 5.212.567,00;$ 5.212.567,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-3;C;450;1003;3;;;;;Nación;11;CSF;LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE LA INFORMACION RELACIONADA CON PRODUCCION COMERCIO Y SERVICIOS NACIONAL;$ 36.148.244,00;$ 36.148.244,00;$ 36.148.244,00;$ 36.148.244,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-4;C;450;1003;4;;;;;Nación;11;CSF;LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE LA INFORMACION RELACIONADA CON SERVICIOS PUBLICOS A NIVEL NACIONAL;$ 12.931.280,00;$ 12.931.280,00;$ 12.931.280,00;$ 12.931.280,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-5;C;450;1003;5;;;;;Nación;11;CSF;LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE LA INFORMACION RELACIONADA CON PRECIOS A NIVEL NACIONAL;$ 4.647.189,00;$ 4.647.189,00;$ 4.647.189,00;$ 4.647.189,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-6;C;450;1003;6;;;;;Nación;11;CSF;LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE LA INFORMACION RELACIONADA CON ASPECTOS SOCIO-DEMOGRAFICOS A NIVEL NACIONAL;$ 15.522.013,00;$ 15.522.013,00;$ 15.522.013,00;$ 15.522.013,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-7;C;450;1003;7;;;;;Nación;11;CSF;LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE LA INFORMACION RELACIONADA CON TEMAS AMBIENTALES A NIVEL NACIONAL;$ 3.425.846,00;$ 3.425.846,00;$ 3.425.846,00;$ 3.425.846,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-8;C;450;1003;8;;;;;Nación;11;CSF;LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE LA INFORMACION RELACIONADA CON DATOS ESPACIALES A NIVEL NACIONAL;$ 5.782.021,00;$ 5.782.021,00;$ 5.782.021,00;$ 5.782.021,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-9;C;450;1003;9;;;;;Nación;11;CSF;LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE LA INFORMACION RELACIONADA CON ASPECTOS CULTURALES Y POLITICOS A NIVEL NACIONAL;$ 3.937.971,00;$ 3.937.971,00;$ 3.937.971,00;$ 3.937.971,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-10;C;450;1003;10;;;;;Nación;11;CSF;LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE LA INFORMACION RELACIONADA CON CUENTAS NACIONALES Y MACROECONOMIA A NIVEL NACIONAL;$ 2.164.640,00;$ 2.164.640,00;$ 2.164.640,00;$ 2.164.640,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-11;C;450;1003;11;;;;;Nación;11;CSF;LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE INFORMACION RELACIONADA CON PLANIFICACION Y ARMONIZACION ESTADISTICA A NIVEL NACIONAL;$ 1.850.968,00;$ 1.850.968,00;$ 1.850.968,00;$ 1.850.968,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-12;C;450;1003;12;;;;;Nación;11;CSF;LEVANTAMIENTO Y ACTUALIZACIÓN DE INFORMACIÓN AGROPECUARIA A NIVEL  NACIONAL;$ 319.932,00;$ 319.932,00;$ 319.932,00;$ 319.932,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-12;C;450;1003;12;;;;;Nación;16;CSF;LEVANTAMIENTO Y ACTUALIZACIÓN DE INFORMACIÓN AGROPECUARIA A NIVEL  NACIONAL;$ 2.528.128,00;$ 2.528.128,00;$ 2.528.128,00;$ 2.528.128,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-13;C;450;1003;13;;;;;Nación;11;CSF;LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE INFORMACION POBLACIONAL Y DEMOGRAFICA NACIONAL;$ 51.874.543,00;$ 51.874.543,00;$ 51.874.543,00;$ 51.874.543,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-15;C;450;1003;15;;;;;Nación;11;CSF;DESARROLLO TERCER CENSO NACIONAL AGROPECUARIO;$ 74.279.497,00;$ 71.154.497,00;$ 71.154.497,00;$ 71.154.497,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-15;C;450;1003;15;;;;;Nación;16;CSF;DESARROLLO TERCER CENSO NACIONAL AGROPECUARIO;$ 253.391.786,00;$ 0,00;$ 0,00;$ 0,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-16;C;450;1003;16;;;;;Nación;11;CSF;FORTALECIMIENTO DEL SISTEMA DE INFORMACIÓN DE PRECIOS Y ABASTECIMIENTO DEL SECTOR AGROPECUARIO SIPSA EN COLOMBIA;$ 6.277.800,00;$ 6.277.800,00;$ 6.277.800,00;$ 6.277.800,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-17;C;450;1003;17;;;;;Nación;11;CSF;LEVANTAMIENTO RECOPILACION Y ACTUALIZACION DE LAS ESTADÍSTICAS DEL SECTOR TURISMO NACIONAL;$ 979.884,00;$ 979.884,00;$ 979.884,00;$ 979.884,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-34;C;450;1003;34;;;;;Nación;11;CSF;LEVANTAMIENTO XVIII CENSO NACIONAL DE POBLACIÓN Y VII DE VIVIENDA NACIONAL;$ 12.183.157.795,00;$ 12.182.974.173,00;$ 12.182.974.173,00;$ 12.182.974.173,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-450-1003-35;C;450;1003;35;;;;;Nación;11;CSF;LEVANTAMIENTO RECOPILACIÓN Y ACTUALIZACIÓN DE INFORMACIÓN PARA LA OPERACIÓN DEL SISTEMA NACIONAL DE INFORMACIÓN SOBRE DEMANDA LABORAL - SINIDEL EN COLOMBIA;$ 0,00;$ 0,00;$ 0,00;$ 0,00
04-01-01;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;C-520-1000-131;C;520;1000;131;;;;;Nación;11;CSF;LEVANTAMIENTO DE INFORMACIÓN ESTADISTICA PARA GENERAR LA ENCUESTA DE VICTIMIZACION NACIONAL;$ 4.813.589,00;$ 3.501.972,00;$ 3.501.972,00;$ 3.501.972,00
04-02-00;FONDO ROTATORIO DEL DANE;A-2-0-3;A;2;0;3;;;;;Propios;20;CSF;IMPUESTOS Y MULTAS;$ 4338,12;$ 4338,12;$ 4338,12;$ 4338,12
04-02-00;FONDO ROTATORIO DEL DANE;A-2-0-4;A;2;0;4;;;;;Propios;20;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 15.930.225,98;$ 15.930.225,98;$ 15.930.225,98;$ 15.930.225,98
04-02-00;FONDO ROTATORIO DEL DANE;C-310-1000-1;C;310;1000;1;;;;;Propios;20;CSF;ACTUALIZACION DE ESTUDIOS Y ENCUESTAS DE PROPOSITOS MULTIPLES;$ 3.659.010,35;$ 3.659.010,35;$ 3.659.010,35;$ 3.659.010,35
04-03-00;INSTITUTO GEOGRAFICO AGUSTIN CODAZZI - IGAC;A-1-0-2;A;1;0;2;;;;;Nación;10;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 169.575.704,00;$ 169.283.345,00;$ 169.283.345,00;$ 169.283.345,00
04-03-00;INSTITUTO GEOGRAFICO AGUSTIN CODAZZI - IGAC;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 299.927.196,87;$ 299.927.196,87;$ 299.927.196,87;$ 299.927.196,87
04-03-00;INSTITUTO GEOGRAFICO AGUSTIN CODAZZI - IGAC;A-2-0-4;A;2;0;4;;;;;Propios;20;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 13.701.977,70;$ 13.701.977,70;$ 13.701.977,70;$ 13.701.977,70
04-03-00;INSTITUTO GEOGRAFICO AGUSTIN CODAZZI - IGAC;A-2-0-4;A;2;0;4;;;;;Propios;21;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 20.231.782,30;$ 20.231.782,30;$ 20.231.782,30;$ 20.231.782,30
04-03-00;INSTITUTO GEOGRAFICO AGUSTIN CODAZZI - IGAC;C-213-1000-1;C;213;1000;1;;;;;Nación;11;CSF;PROYECTO PLAN NACIONAL DE PRODUCCIÓN GEODÉSICA COLOMBIA;$ 27.000.000,00;$ 27.000.000,00;$ 27.000.000,00;$ 27.000.000,00
04-03-00;INSTITUTO GEOGRAFICO AGUSTIN CODAZZI - IGAC;C-213-1000-1;C;213;1000;1;;;;;Propios;20;CSF;PROYECTO PLAN NACIONAL DE PRODUCCIÓN GEODÉSICA COLOMBIA;$ 0,00;$ 0,00;$ 0,00;$ 0,00
04-03-00;INSTITUTO GEOGRAFICO AGUSTIN CODAZZI - IGAC;C-223-1000-1;C;223;1000;1;;;;;Propios;20;CSF;FORTALECIMIENTO COMISION COLOMBIANA DEL ESPACIO A NIVEL NACIONAL;$ 10.129.899,00;$ 10.129.899,00;$ 10.129.899,00;$ 10.129.899,00
04-03-00;INSTITUTO GEOGRAFICO AGUSTIN CODAZZI - IGAC;C-223-1000-2;C;223;1000;2;;;;;Nación;11;CSF;CONSERVACION MANTENIMIENTO Y ACTUALIZACION DE LA INFRAESTRUCTURA TELE INFORMATICA A NIVEL NACIONAL;$ 719.528.693,74;$ 719.528.693,74;$ 719.528.693,74;$ 719.528.693,74
04-03-00;INSTITUTO GEOGRAFICO AGUSTIN CODAZZI - IGAC;C-223-1000-2;C;223;1000;2;;;;;Propios;20;CSF;CONSERVACION MANTENIMIENTO Y ACTUALIZACION DE LA INFRAESTRUCTURA TELE INFORMATICA A NIVEL NACIONAL;$ 20.649.345,20;$ 20.649.345,20;$ 20.649.345,20;$ 20.649.345,20
04-03-00;INSTITUTO GEOGRAFICO AGUSTIN CODAZZI - IGAC;C-310-1000-4;C;310;1000;4;;;;;Propios;20;CSF;EDICION DE INFORMACION GEOGRAFICA A NIVEL NACIONAL.;$ 0,00;$ 0,00;$ 0,00;$ 0,00
04-03-00;INSTITUTO GEOGRAFICO AGUSTIN CODAZZI - IGAC;C-410-1000-4;C;410;1000;4;;;;;Nación;11;CSF;INVESTIGACION EN SENSORES REMOTOS Y SISTEMAS DE INFORMACION GEOGRAFICA;$ 1.947.630,00;$ 1.947.630,00;$ 1.947.630,00;$ 1.947.630,00
04-03-00;INSTITUTO GEOGRAFICO AGUSTIN CODAZZI - IGAC;C-410-1000-4;C;410;1000;4;;;;;Propios;20;CSF;INVESTIGACION EN SENSORES REMOTOS Y SISTEMAS DE INFORMACION GEOGRAFICA;$ 732.730,00;$ 732.730,00;$ 732.730,00;$ 732.730,00
04-03-00;INSTITUTO GEOGRAFICO AGUSTIN CODAZZI - IGAC;C-410-1000-10;C;410;1000;10;;;;;Nación;11;CSF;ESTUDIO E INVESTIGACIONES GEOGRAFICAS PARA LOS PROCESOS DE PLANIFICACION Y ORDENAMIENTO TERRITORIAL A NIVEL NACIONAL;$ 168.692,00;$ 168.692,00;$ 168.692,00;$ 168.692,00
