ANIO_TRIMESTRE;COD_CHIP;NOM_CHIP;COD_AMB;NOM_AMB;COD_DEPAR;NOM_DEPAR;COD_MUN;NOM_MUN;COD_CATEGORIA;NOM_CATEGORIA;DIPUTADOS;CONCEJALES;COD_VIG;NOM_VIG;COD_DEP;NOM_DEP;COD_CUENTA;NOM_CUENTA;COD_REC;NOM_REC;COD_ORIG;NOM_ORIG;COD_DEST;NOM_DEST;COD_FIN;NOM_FIN;COD_SIT;NOM_SIT;APR_INICIAL;ADICIONES;REDUCCIONES;CANCELACIONES;CREDITO;CONTRACREDITO;APLAZAMIENTO;DESAPLAZAMIENTO;APR_DEFINITIVA;CDP;REV_CDP;NETO_CDP;COMPR_CON_ANTICIPOS;COMPR_SIN_ANTICIPOS;REV_COMPROMISOS;NETO_COMPROMISOS;OBLIGACIONES;REV_OBLIGACIONES;NETO_OBLIGACIONES;PAGOS;ANU_PAGOS;NETO_PAGOS;RESERVAS_POT;CUENTAS_PAGAR_POT;OBLIGACIONES_EJECUTAR_POT
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.01.17                                      ;Prima de Navidad;10;Recursos Corrientes;013;Recursos corrientes de transferencias del SGP para inversión;002;Educación - General;70131     ;Servicios generales de personal; ;NULL;163.625.703;0;0;0;0;44.334.298;0;0;119.291.405;119.291.405;0;119.291.405;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.01.17                                      ;Prima de Navidad;10;Recursos Corrientes;021;Recursos o ingresos corrientes de Rentas cedidas - Prestación;010;Salud - General;70131     ;Servicios generales de personal; ;NULL;1.329.419.000;0;0;0;0;0;0;0;1.329.419.000;910.797.409;0;910.797.409;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.01.23                                      ;Prima o Subsidio de Alimentación;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;1.374.120;0;0;0;190.000;0;0;0;1.564.120;1.395.944;0;1.395.944;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.01.31                                      ;Auxilio de Transporte;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;109.671.724;0;0;0;3.600;3.600;0;0;109.671.724;66.721.980;0;66.721.980;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.01.31                                      ;Auxilio de Transporte;10;Recursos Corrientes;013;Recursos corrientes de transferencias del SGP para inversión;002;Educación - General;70131     ;Servicios generales de personal; ;NULL;1.506.371;0;0;0;0;1.477.971;0;0;28.400;28.400;0;28.400;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.01.31                                      ;Auxilio de Transporte;10;Recursos Corrientes;021;Recursos o ingresos corrientes de Rentas cedidas - Prestación;010;Salud - General;70131     ;Servicios generales de personal; ;NULL;727.000;0;0;0;0;0;0;0;727.000;627.680;0;627.680;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.01.33                                      ;Indemnización por Vacaciones;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;28.512.000;0;0;0;0;0;0;0;28.512.000;11.085.334;0;11.085.334;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.01.98                                      ;Otros Servicios Personales Asociados a la Nómina;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;10.560.000;0;0;0;0;0;0;0;10.560.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.01.98                                      ;Otros Servicios Personales Asociados a la Nómina;10;Recursos Corrientes;013;Recursos corrientes de transferencias del SGP para inversión;002;Educación - General;70131     ;Servicios generales de personal; ;NULL;26.899.469;0;0;0;0;12.064.329;0;0;14.835.140;14.835.140;0;14.835.140;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.02.03                                      ;Honorarios Profesionales;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;3.032.474.192;0;0;0;20.713.680;254.275.922;0;0;2.798.911.950;2.707.823.447;0;2.707.823.447;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.02.05                                      ;Jornales;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;1.296.546.000;0;0;0;0;0;0;0;1.296.546.000;1.207.190.823;0;1.207.190.823;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.02.07                                      ;Personal Supernumerario;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;40.000.000;0;0;0;80.200.208;0;0;0;120.200.208;120.200.208;0;120.200.208;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.02.09                                      ;Remuneración por Servicios Técnicos;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;4.484.588.232;0;0;0;0;588.991.407;0;0;3.895.596.825;2.806.824.230;0;2.806.824.230;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.02.09                                      ;Remuneración por Servicios Técnicos;10;Recursos Corrientes;005;Recursos corrientes de Tasas;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;245.650.000;0;0;0;0;0;0;0;245.650.000;187.691.692;0;187.691.692;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.02.09                                      ;Remuneración por Servicios Técnicos;10;Recursos Corrientes;006;Recursos corrientes de Multas;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;52.587.862;0;0;0;136.651.506;2.500.000;0;0;186.739.368;136.651.506;0;136.651.506;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.02.09                                      ;Remuneración por Servicios Técnicos;10;Recursos Corrientes;021;Recursos o ingresos corrientes de Rentas cedidas - Prestación;010;Salud - General;70131     ;Servicios generales de personal; ;NULL;147.000.000;0;0;0;0;0;0;0;147.000.000;133.788.832;0;133.788.832;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.02.13                                      ;Remuneración Diputados;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;5.578.690.805;0;0;0;47.814.078;0;0;0;5.626.504.883;5.090.000.830;0;5.090.000.830;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.02.98                                      ;Otros Servicios Personales Indirectos;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;1.748.094.977;0;0;0;6.500.000;300.596.000;0;0;1.453.998.977;1.100.951.799;0;1.100.951.799;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.03.01.01.01.01                             ;Fondos de Cesantías (Fondo Nacional del Ahorro);10;Recursos Corrientes;002;Recursos corrientes de Impuestos;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;1.089.057.447;0;0;0;1.046.857.406;0;0;0;2.135.914.853;1.005.239.025;0;1.005.239.025;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.03.01.01.01.01                             ;Fondos de Cesantías (Fondo Nacional del Ahorro);10;Recursos Corrientes;010;Recursos corrientes de cuotas de fiscalización;106;Gastos de Funcionamiento - Otros;70112     ;Asuntos financieros y fiscales; ;NULL;0;989.404.540;0;0;1.716.678;0;0;0;991.121.218;991.121.218;0;991.121.218;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.03.01.01.03.03                             ;Instituto de Seguros Sociales -ISS-;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;6.850.774.388;0;0;0;1.221.201.734;0;0;0;8.071.976.122;7.998.000.044;0;7.998.000.044;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.03.01.01.03.03                             ;Instituto de Seguros Sociales -ISS-;10;Recursos Corrientes;021;Recursos o ingresos corrientes de Rentas cedidas - Prestación;010;Salud - General;70131     ;Servicios generales de personal; ;NULL;314.140.000;0;0;0;0;0;0;0;314.140.000;313.640.000;0;313.640.000;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.03.01.01.05.01                             ;Empresas Promotoras de Salud;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;164.514.507;0;0;0;0;0;0;0;164.514.507;157.019.100;0;157.019.100;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.03.01.01.05.01                             ;Empresas Promotoras de Salud;10;Recursos Corrientes;021;Recursos o ingresos corrientes de Rentas cedidas - Prestación;010;Salud - General;70131     ;Servicios generales de personal; ;NULL;11.550.000;0;0;0;0;0;0;0;11.550.000;10.410.420;0;10.410.420;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.03.01.03.01                                ;Servicio Nacional de Aprendizaje -SENA-;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;174.936.232;0;0;0;454.137;0;0;0;175.390.369;150.968.251;0;150.968.251;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.03.01.03.01                                ;Servicio Nacional de Aprendizaje -SENA-;10;Recursos Corrientes;006;Recursos corrientes de Multas;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;408.529.000;0;0;0;30.988.465;0;0;0;439.517.465;428.177.600;0;428.177.600;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.03.01.03.01                                ;Servicio Nacional de Aprendizaje -SENA-;10;Recursos Corrientes;013;Recursos corrientes de transferencias del SGP para inversión;002;Educación - General;70131     ;Servicios generales de personal; ;NULL;5.113.303;0;0;0;0;2.143.903;0;0;2.969.400;2.969.400;0;2.969.400;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.03.01.03.01                                ;Servicio Nacional de Aprendizaje -SENA-;10;Recursos Corrientes;021;Recursos o ingresos corrientes de Rentas cedidas - Prestación;010;Salud - General;70131     ;Servicios generales de personal; ;NULL;22.651.000;0;0;0;0;0;0;0;22.651.000;22.551.000;0;22.551.000;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.03.01.03.03                                ;Instituto Colombiano de Bienestar Familiar -ICBF-;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;3.497.545.321;0;0;0;183.343.240;15.000.000;0;0;3.665.888.561;3.467.855.403;0;3.467.855.403;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.03.01.03.03                                ;Instituto Colombiano de Bienestar Familiar -ICBF-;10;Recursos Corrientes;013;Recursos corrientes de transferencias del SGP para inversión;002;Educación - General;70131     ;Servicios generales de personal; ;NULL;29.657.159;0;0;0;0;1.463.904;0;0;28.193.255;28.193.255;0;28.193.255;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.03.01.03.03                                ;Instituto Colombiano de Bienestar Familiar -ICBF-;10;Recursos Corrientes;021;Recursos o ingresos corrientes de Rentas cedidas - Prestación;010;Salud - General;70131     ;Servicios generales de personal; ;NULL;135.905.000;0;0;0;0;0;0;0;135.905.000;135.805.000;0;135.805.000;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.03.01.03.05                                ;ESAP y otras Universidades (Ley 21 y 812 de 2003);10;Recursos Corrientes;002;Recursos corrientes de Impuestos;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;583.465.232;0;0;0;31.442.601;0;0;0;614.907.833;579.145.851;0;579.145.851;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.03.01.03.05                                ;ESAP y otras Universidades (Ley 21 y 812 de 2003);10;Recursos Corrientes;013;Recursos corrientes de transferencias del SGP para inversión;002;Educación - General;70131     ;Servicios generales de personal; ;NULL;5.113.303;0;0;0;0;2.143.903;0;0;2.969.400;2.969.400;0;2.969.400;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.03.01.03.05                                ;ESAP y otras Universidades (Ley 21 y 812 de 2003);10;Recursos Corrientes;021;Recursos o ingresos corrientes de Rentas cedidas - Prestación;010;Salud - General;70131     ;Servicios generales de personal; ;NULL;22.651.000;0;0;0;0;0;0;0;22.651.000;22.551.000;0;22.551.000;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.03.01.03.07                                ;Escuelas Industriales e Institutos Técnicos;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;106;Gastos de Funcionamiento - Otros;70131     ;Servicios generales de personal; ;NULL;1.166.799.741;0;0;0;61.831.503;0;0;0;1.228.631.244;1.156.892.401;0;1.156.892.401;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.1.01.03.01.03.07                                ;Escuelas Industriales e Institutos Técnicos;10;Recursos Corrientes;013;Recursos corrientes de transferencias del SGP para inversión;002;Educación - General;70131     ;Servicios generales de personal; ;NULL;11.249.267;0;0;0;0;989.297;0;0;10.259.970;10.259.970;0;10.259.970;0;0;0;0;0;0;0;0;0;0;0;0;0
