UEJ;NOMBRE UEJ;RUBRO;TIPO;CTA;"SUB
CTA";OBJ;ORD;"SOR
ORD";ITEM;"SUB
ITEM";FUENTE;REC;SIT;DESCRIPCION;OBLIGACION;ORDEN PAGO;PAGOS
01-01-02;CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 2.160.017.631,00;$ 2.160.017.631,00;$ 2.160.017.631,00
01-01-02;CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL;C-223-1000-2;C;223;1000;2;;;;;Nación;11;CSF;DOTACIÓN DE VEHÍCULOS PARA EL MEJORAMIENTO DE LAS CONDICIONES DE SEGURIDAD Y OPORTUNIDAD EN LOS DESPLAZAMIENTOS DE LA CÁMARA DE REPRESENTANTES;$ 1.934.246.201,00;$ 1.934.246.201,00;$ 1.934.246.201,00
01-01-02;CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL;C-223-1000-3;C;223;1000;3;;;;;Nación;11;CSF;AMPLIACIÓN Y ACTUALIZACIÓN TIC DE LA CÁMARA DE REPRESENTANTES;$ 2.922.618.437,00;$ 2.922.618.437,00;$ 2.922.618.437,00
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;A-1-0-1-9;A;1;0;1;9;;;;Nación;10;CSF;HORAS EXTRAS, DIAS FESTIVOS E INDEMNIZACION POR VACACIONES;$ 75.090.163,75;$ 75.090.163,75;$ 75.090.163,75
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;A-1-0-2;A;1;0;2;;;;;Nación;10;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 317.709.612,69;$ 317.709.612,69;$ 317.709.612,69
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 2.810.279.789,47;$ 2.810.279.789,47;$ 2.810.279.789,47
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;A-3-1-1-11;A;3;1;1;11;;;;Nación;10;CSF;FONDO DE PROGRAMAS ESPECIALES PARA LA PAZ : PROGRAMA DESMOVILIZADOS;$ 3.726.645.448,88;$ 3.726.645.448,88;$ 3.726.645.448,88
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;A-3-1-1-18;A;3;1;1;18;;;;Nación;10;CSF;PLAN DE PROMOCION DE COLOMBIA EN EL EXTERIOR;$ 256.303.853,86;$ 256.303.853,86;$ 256.303.853,86
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;A-3-6-3-69;A;3;6;3;69;;;;Nación;10;CSF;TRANSFERENCIAS PARA LA ESTRATEGIA  DE DIFUSION DE LA GESTION GUBERNAMENTAL PARA EL DESARROLLO SOCIAL  Y COMUNITARIO;$ 496.132.773,49;$ 496.132.773,49;$ 496.132.773,49
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-113-1000-5;C;113;1000;5;;;;;Nación;11;CSF;ADECUACIÓN Y MANTENIMIENTO DE LAS SEDES DE LA PRESIDENCIA DE LA REPÚBLICA;$ 808.190.890,62;$ 808.190.890,62;$ 808.190.890,62
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-223-1000-2;C;223;1000;2;;;;;Nación;11;CSF;INNOVACIÓN PARA MEJORAR LA INTEGRIDAD, DISPONIBILIDAD Y CONFIDENCIALIDAD DE LA INFORMACIÓN DE TICS A NIVEL NACIONAL;$ 1.844.581.331,56;$ 1.844.581.331,56;$ 1.844.581.331,56
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-51;C;520;1000;51;;;;;Nación;11;CSF;FORTALECIMIENTO ACCION INTEGRAL CONTRA MINAS ANTIPERSONAL NACIONAL;$ 4.351.384,00;$ 4.351.384,00;$ 4.351.384,00
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-51;C;520;1000;51;;;;;Nación;15;CSF;FORTALECIMIENTO ACCION INTEGRAL CONTRA MINAS ANTIPERSONAL NACIONAL;$ 2.524.465.067,70;$ 2.524.465.067,70;$ 2.524.465.067,70
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-51;C;520;1000;51;;;;;Nación;15;SSF;FORTALECIMIENTO ACCION INTEGRAL CONTRA MINAS ANTIPERSONAL NACIONAL;$ 970.018.439,18;$ 970.018.439,18;$ 970.018.439,18
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-52;C;520;1000;52;;;;;Nación;11;CSF;IMPLEMENTACIÓN DE LAS ESTRATEGIAS DE LA ALTA CONSEJERÍA PARA PROGRAMAS ESPECIALES;$ 421.077.178,33;$ 421.077.178,33;$ 421.077.178,33
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-53;C;520;1000;53;;;;;Nación;11;CSF;DESARROLLO  DE LA POLÍTICA INTERSECTORIAL DE PREVENCIÓN DE RECLUTAMIENTO  NIVEL NACIONAL;$ 105.842.759,00;$ 105.842.759,00;$ 105.842.759,00
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-56;C;520;1000;56;;;;;Nación;11;CSF;IMPLANTACIÓN DE  PROGRAMAS ESPECIALES PARA LA PAZ. LEY 368/97 –  ACCIONES Y ACTIVIDADES DE PAZ. NACIONAL;$ 8.760.439.017,00;$ 8.760.439.017,00;$ 8.760.439.017,00
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-57;C;520;1000;57;;;;;Nación;11;CSF;FORTALECIMIENTO DE LAS LÍNEAS ESTRATÉGICAS DE LA POLÍTICA INTEGRAL DE TRANSPARENCIA Y LUCHA CONTRA LA CORRUPCIÓN. NACIONAL;$ 216.071.318,80;$ 216.071.318,80;$ 216.071.318,80
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-58;C;520;1000;58;;;;;Nación;11;CSF;FORTALECIMIENTO Y CONSOLIDACION DE LA RESPUESTA ARTICULADA DEL ESTADO COLOMBIANO EN DDHH Y DIH, EN EL MARCO DE LA CONSTRUCCION DE UNA CULTURA EN LA MATERIA NACIONAL;$ 257.377.800,00;$ 257.377.800,00;$ 257.377.800,00
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-64;C;520;1000;64;;;;;Nación;11;CSF;FORTALECIMIENTO Y SOSTENIBILIDAD DE LAS CAPACIDADES INSTITUCIONALES Y TERRITORIALES PARA LA IMPLEMENTACIÓN DE LA POLÍTICA DE ACCIÓN INTEGRAL CONTRA MINAS ANTIPERSONAL;$ 669.027.790,00;$ 669.027.790,00;$ 669.027.790,00
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1000-65;C;520;1000;65;;;;;Nación;11;CSF;FORTALECIMIENTO DEL FUNCIONAMIENTO DEL SISTEMA NACIONAL DE JUVENTUD;$ 119.522.697,00;$ 119.522.697,00;$ 119.522.697,00
02-01-01;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;C-520-1500-15;C;520;1500;15;;;;;Nación;11;CSF;IMPLEMENTACIÓN DE ESTRATEGIAS DE ASISTENCIA TECNICA PARA EL FORTALECIMIENTO INSTITUCIONAL EN ASUNTOS DE GENERO A NIVEL NACIONAL;$ 191.588.073,48;$ 191.588.073,48;$ 191.588.073,48
02-09-00;AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA;A-1-0-1-5;A;1;0;1;5;;;;Nación;10;CSF;OTROS;$ 668.661,00;$ 668.661,00;$ 668.661,00
02-09-00;AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA;A-1-0-1-9;A;1;0;1;9;;;;Nación;10;CSF;HORAS EXTRAS, DIAS FESTIVOS E INDEMNIZACION POR VACACIONES;$ 625.241,00;$ 625.241,00;$ 625.241,00
02-09-00;AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 309.852.460,81;$ 309.852.460,81;$ 309.852.460,81
02-09-00;AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA;A-3-4-3-1;A;3;4;3;1;;;;Nación;10;CSF;FONDO DE COOPERACION Y ASISTENCIA INTERNACIONAL  (LEY 318 DE 1996);$ 122.541.116,00;$ 122.541.116,00;$ 122.541.116,00
02-09-00;AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA;C-223-1000-1;C;223;1000;1;;;;;Nación;11;CSF;IMPLEMENTACIÓN DEL SISTEMA DE INFORMACIÓN DE LA COOPERACIÓN INTERNACIONAL DE COLOMBIA;$ 1.100.651.774,00;$ 1.100.651.774,00;$ 1.100.651.774,00
02-09-00;AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA;C-540-1000-6;C;540;1000;6;;;;;Nación;11;CSF;ADMINISTRACIÓN DE RECURSOS DE COOPERACION INTERNACIONAL TECNICA Y/O FINANCIERA NO REEMBOLSABLE - CONTRAPARTIDA A NIVEL NACIONAL;$ 783.835.574,00;$ 783.835.574,00;$ 783.835.574,00
02-11-00;UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES;A-1-0-2;A;1;0;2;;;;;Nación;10;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 133.363.299,00;$ 133.363.299,00;$ 133.363.299,00
02-11-00;UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 192.537.113,37;$ 192.537.113,37;$ 192.537.113,37
02-11-00;UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES;A-3-2-1-5;A;3;2;1;5;;;;Nación;10;CSF;ATENCION DE DESASTRES Y EMERGENCIAS EN EL TERRITORIO NACIONAL - FONDO NACIONAL DE GESTION DEL RIESGO DE DESASTRES;$ 67.007.000.000,00;$ 67.007.000.000,00;$ 67.007.000.000,00
02-11-00;UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES;A-3-6-3-19;A;3;6;3;19;;;;Nación;10;CSF;OTRAS TRANSFERENCIAS - DISTRIBUCION PREVIO CONCEPTO DGPPN;$ 50.000.000.000,00;$ 50.000.000.000,00;$ 50.000.000.000,00
02-11-00;UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES;C-223-1001-1;C;223;1001;1;;;;;Nación;11;CSF;IMPLEMENTACION DEL  SISTEMA NACIONAL DE INFORMACION PARA LA GESTION DEL RIESGO DE DESASTRES. , NACIONAL;$ 208.335.942,00;$ 208.335.942,00;$ 208.335.942,00
02-11-00;UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES;C-310-1000-1;C;310;1000;1;;;;;Nación;11;CSF;ASISTENCIA TÉCNICA EN GESTIÓN LOCAL DEL RIESGO A NIVEL MUNICIPAL Y DEPARTAMENTAL EN COLOMBIA - PREVIO CONCEPTO DNP;$ 65.668.000,00;$ 65.668.000,00;$ 65.668.000,00
02-11-00;UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES;C-520-1000-2;C;520;1000;2;;;;;Nación;11;CSF;APOYO AL FORTALECIMIENTO DE LAS POLITICAS E INSTRUMENTOS FINANCIEROS DEL SNPAD DE COLOMBIA - PREVIO CONCEPTO DNP;$ 20.523.333,00;$ 20.523.333,00;$ 20.523.333,00
02-11-00;UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES;C-630-1000-1;C;630;1000;1;;;;;Nación;11;CSF;APOYO FINANCIERO A PROYECTOS DE INVERSION EN EL MARCO DE LOS PROCESOS DE GESTION DEL RIESGO DE DESASTRES A NIVEL NACIONAL;$ 44.963.590.791,47;$ 44.963.590.791,47;$ 44.963.590.791,47
02-12-00;AGENCIA COLOMBIANA PARA LA REINTEGRACIÓN DE PERSONAS Y GRUPOS ALZADOS EN ARMAS;A-1-0-1-1;A;1;0;1;1;;;;Nación;10;CSF;SUELDOS DE PERSONAL DE NOMINA;$ 421.925,00;$ 421.925,00;$ 421.925,00
02-12-00;AGENCIA COLOMBIANA PARA LA REINTEGRACIÓN DE PERSONAS Y GRUPOS ALZADOS EN ARMAS;A-1-0-1-5;A;1;0;1;5;;;;Nación;10;CSF;OTROS;$ 114.587.867,00;$ 114.587.867,00;$ 114.587.867,00
02-12-00;AGENCIA COLOMBIANA PARA LA REINTEGRACIÓN DE PERSONAS Y GRUPOS ALZADOS EN ARMAS;A-1-0-1-9;A;1;0;1;9;;;;Nación;10;CSF;HORAS EXTRAS, DIAS FESTIVOS E INDEMNIZACION POR VACACIONES;$ 52.404.620,00;$ 52.404.620,00;$ 52.404.620,00
02-12-00;AGENCIA COLOMBIANA PARA LA REINTEGRACIÓN DE PERSONAS Y GRUPOS ALZADOS EN ARMAS;A-1-0-2;A;1;0;2;;;;;Nación;10;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 5.175.000,00;$ 5.175.000,00;$ 5.175.000,00
02-12-00;AGENCIA COLOMBIANA PARA LA REINTEGRACIÓN DE PERSONAS Y GRUPOS ALZADOS EN ARMAS;A-1-0-5;A;1;0;5;;;;;Nación;10;CSF;CONTRIBUCIONES INHERENTES A LA NOMINA SECTOR PRIVADO Y PUBLICO;$ 18.873.534,00;$ 18.873.534,00;$ 18.873.534,00
02-12-00;AGENCIA COLOMBIANA PARA LA REINTEGRACIÓN DE PERSONAS Y GRUPOS ALZADOS EN ARMAS;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 898.763.542,00;$ 898.763.542,00;$ 898.763.542,00
02-12-00;AGENCIA COLOMBIANA PARA LA REINTEGRACIÓN DE PERSONAS Y GRUPOS ALZADOS EN ARMAS;A-3-1-1-28;A;3;1;1;28;;;;Nación;10;CSF;FONDO DE PROGRAMAS ESPECIALES PARA LA PAZ: PROGRAMA DE REINTEGRACION SOCIAL Y ECONOMICA;$ 11.576.490.827,00;$ 11.576.490.827,00;$ 11.576.490.827,00
02-12-00;AGENCIA COLOMBIANA PARA LA REINTEGRACIÓN DE PERSONAS Y GRUPOS ALZADOS EN ARMAS;C-520-1000-2;C;520;1000;2;;;;;Nación;11;CSF;IMPLEMENTACIÓN MODELO DE REINTEGRACION COMUNITARIA Y ACCIONES DE PREVENCION DEL RECLUTAMIENTO COMUNIDADES RECEPTORAS DE POBLACION EN PROCESO DE REINTEGRACION NACIONAL;$ 117.600.000,00;$ 117.600.000,00;$ 117.600.000,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;A-1-0-1-1;A;1;0;1;1;;;;Nación;10;CSF;SUELDOS DE PERSONAL DE NOMINA;$ 243.438,33;$ 243.438,33;$ 243.438,33
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;A-1-0-1-4;A;1;0;1;4;;;;Nación;10;CSF;PRIMA TECNICA;$ 121.719,00;$ 121.719,00;$ 121.719,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;A-1-0-1-5;A;1;0;1;5;;;;Nación;10;CSF;OTROS;$ 20.286,00;$ 20.286,00;$ 20.286,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;A-1-0-1-9;A;1;0;1;9;;;;Nación;10;CSF;HORAS EXTRAS, DIAS FESTIVOS E INDEMNIZACION POR VACACIONES;$ 40.531.213,00;$ 40.531.213,00;$ 40.531.213,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;A-1-0-2;A;1;0;2;;;;;Nación;10;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 1.380.502.026,00;$ 1.380.502.026,00;$ 1.380.502.026,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;A-1-0-5;A;1;0;5;;;;;Nación;10;CSF;CONTRIBUCIONES INHERENTES A LA NOMINA SECTOR PRIVADO Y PUBLICO;$ 72.924,00;$ 72.924,00;$ 72.924,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 733.742.524,76;$ 733.742.524,76;$ 733.742.524,76
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-223-1000-1;C;223;1000;1;;;;;Nación;11;CSF;DESARROLLO IMPLEMENTACION Y MANTENIMIENTO DE SERVICIOS DE TECNOLOGIAS DE INFORMACION Y COMUNICACIONES EN EL DEPARTAMENTO NACIONAL DE PLANEACION;$ 1.224.660.947,55;$ 1.224.660.947,55;$ 1.224.660.947,55
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-122;C;520;1000;122;;;;;Nación;11;CSF;FORTALECIMIENTO DE LA GESTIÓN INSTITUCIONAL DEL DEPARTAMENTO NACIONAL DE PLANEACION EN LA CIUDAD DE BOGOTA D.C.;$ 24.808.534,00;$ 24.808.534,00;$ 24.808.534,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-127;C;520;1000;127;;;;;Nación;11;CSF;DISEÑO Y ARTICULACIÓN DE  LOS INSTRUMENTOS, ESTRATEGIAS, LINEAMIENTOS Y DEMÁS REQUERIMIENTOS TÉCNICOS NECESARIOS PARA EL DESARROLLO DE LA POLÍTICA PÚBLICA DE PROTECCIÓN SOCIAL A NIVEL NACIONAL;$ 878.731.523,00;$ 878.731.523,00;$ 878.731.523,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-128;C;520;1000;128;;;;;Nación;11;CSF;FORTALECIMIENTO DEL SISTEMA NACIONAL DE COMPETITIVIDAD A NIVEL NACIONAL;$ 266.258.058,17;$ 266.258.058,17;$ 266.258.058,17
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-131;C;520;1000;131;;;;;Nación;11;CSF;IMPLEMENTACIÓN DEL PROGRAMA NACIONAL DE EFICIENCIA AL SERVICIO DEL CIUDADANO;$ 408.697.570,50;$ 408.697.570,50;$ 408.697.570,50
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-131;C;520;1000;131;;;;;Nación;14;CSF;IMPLEMENTACIÓN DEL PROGRAMA NACIONAL DE EFICIENCIA AL SERVICIO DEL CIUDADANO;$ 1.320.756.806,00;$ 1.320.756.806,00;$ 1.320.756.806,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-134;C;520;1000;134;;;;;Nación;11;CSF;FORTALECIMIENTO DE LA PLANEACIÓN Y COORDINACIÓN DE LAS POLÍTICAS E INVERSIÓN PÚBLICA PARA LA GESTIÓN DEL DESARROLLO TERRITORIAL. NACIONAL;$ 254.430.180,00;$ 254.430.180,00;$ 254.430.180,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-134;C;520;1000;134;;;;;Nación;14;CSF;FORTALECIMIENTO DE LA PLANEACIÓN Y COORDINACIÓN DE LAS POLÍTICAS E INVERSIÓN PÚBLICA PARA LA GESTIÓN DEL DESARROLLO TERRITORIAL. NACIONAL;$ 6.379.919.180,00;$ 6.379.919.180,00;$ 6.379.919.180,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-135;C;520;1000;135;;;;;Nación;11;CSF;FORTALECIMIENTO DE LA PLANEACIÓN ESTRATÉGICA SECTORIAL DE LARGO PLAZO NACIONAL;$ 1.527.487.228,24;$ 1.527.487.228,24;$ 1.527.487.228,24
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-135;C;520;1000;135;;;;;Nación;14;CSF;FORTALECIMIENTO DE LA PLANEACIÓN ESTRATÉGICA SECTORIAL DE LARGO PLAZO NACIONAL;$ 2.588.457.814,69;$ 2.588.457.814,69;$ 2.588.457.814,69
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-135;C;520;1000;135;;;;;Nación;15;CSF;FORTALECIMIENTO DE LA PLANEACIÓN ESTRATÉGICA SECTORIAL DE LARGO PLAZO NACIONAL;$ 14.964.000,00;$ 14.964.000,00;$ 14.964.000,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-138;C;520;1000;138;;;;;Nación;11;CSF;APOYO A LA IMPLEMENTACIÓN DE LA POLÍTICA DE TRANSPORTE URBANO EN LOS MUNICIPIOS DE LA ESTRATEGIA DE VIVIENDA Y CIUD. AMABLES NACIONAL;$ 496.415.245,00;$ 496.415.245,00;$ 496.415.245,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-139;C;520;1000;139;;;;;Nación;14;CSF;APOYO TÉCNICO PARA LA IMPLEMENTACIÓN DE LAS ESTRATEGIAS DE LA POLÍTICA LOGÍSTICA NACIONAL;$ 906.447.218,00;$ 906.447.218,00;$ 906.447.218,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-142;C;520;1000;142;;;;;Nación;11;CSF;FORTALECIMIENTO DEL SISTEMA NACIONAL DE EVALUACIÓN Y DE GESTIÓN DE RESULTADOS - SINERGIA EN EL NIVEL NACIONAL Y TERRITORIAL;$ 2.426.063.996,00;$ 2.426.063.996,00;$ 2.426.063.996,00
03-01-01;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;C-520-1000-144;C;520;1000;144;;;;;Nación;11;CSF;FORTALECIMIENTO DE LA GESTION INSTITUCIONAL Y ORGANIZACIONAL DEL DEPARTAMENTO NACIONAL DE PLANEACION NACIONAL;$ 3.176.983.095,57;$ 3.176.983.095,57;$ 3.176.983.095,57
03-03-00;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;A-1-0-2;A;1;0;2;;;;;Nación;10;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 40.927.499,00;$ 40.927.499,00;$ 40.927.499,00
03-03-00;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 48.836.979,00;$ 48.836.979,00;$ 48.836.979,00
03-03-00;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;C-520-1000-1;C;520;1000;1;;;;;Nación;10;CSF;FORTALECIMIENTO DE LA CONTRATACIÓN PÚBLICA NACIONAL;$ 1.358.801.088,67;$ 1.358.801.088,67;$ 1.358.801.088,67
03-03-00;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;C-520-1000-1;C;520;1000;1;;;;;Nación;14;CSF;FORTALECIMIENTO DE LA CONTRATACIÓN PÚBLICA NACIONAL;$ 1.571.805.785,00;$ 1.571.805.785,00;$ 1.571.805.785,00
03-24-00;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;A-1-0-1-5;A;1;0;1;5;;;;Propios;20;CSF;OTROS;$ 2.364.664,00;$ 2.364.664,00;$ 2.364.664,00
