UEJ;NOMBRE UEJ;RUBRO;TIPO;CTA;"SUB
CTA";OBJ;ORD;"SOR
ORD";ITEM;"SUB
ITEM";FUENTE;REC;SIT;DESCRIPCION;APR. INICIAL;APR. ADICIONADA;APR. REDUCIDA;APR. VIGENTE;APR BLOQUEADA;CDP;APR. DISPONIBLE;COMPROMISO;OBLIGACION;ORDEN PAGO;PAGOS
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;A;2;0;4;999;;;;Nación;10;C;PAGOS PASIVOS EXIGIBLES VIGENCIA EXPIRADAS; 	-   ; 	171.652.020 ; 	-   ; 	171.652.020 ; 	-   ; 	167.187.219 ; 	4.464.801 ; 	167.187.219 ; 	167.187.219 ; 	166.527.219 ; 	166.527.219 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;A;3;2;1;1;;;;Nación;11;S;CUOTA DE AUDITAJE CONTRANAL; 	320.000.000 ; 	-   ; 	-   ; 	320.000.000 ; 	-   ; 	318.551.783 ; 	1.448.217 ; 	318.551.783 ; 	318.551.783 ; 	318.551.783 ; 	318.551.783 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;A;3;4;1;96;;;;Nación;10;C;PARLAMENTO LATINOAMERICANO (LEY 83 DE 1988); 	98.000.000 ; 	131.381.276 ; 	-   ; 	229.381.276 ; 	-   ; 	229.352.079 ; 	29.197 ; 	229.352.079 ; 	229.352.079 ; 	229.352.079 ; 	229.352.079 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;A;3;4;1;114;;;;Nación;10;C;UNION INTERPARLAMENTARIA (LEY 204/95); 	107.000.000 ; 	26.390.954 ; 	-   ; 	133.390.954 ; 	-   ; 	133.390.954 ; 	-   ; 	133.390.954 ; 	126.577.281 ; 	101.713.559 ; 	101.713.559 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;A;3;4;1;122;;;;Nación;10;C;FORO INTERPARLAMENTARIO PARA LAS AMERICAS - FIPA (LEY 1096 DE 2006); 	21.433.000 ; 	9.567.000 ; 	-   ; 	31.000.000 ; 	-   ; 	31.000.000 ; 	-   ; 	31.000.000 ; 	29.413.226 ; 	29.413.226 ; 	29.413.226 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;A;3;5;3;43;;;;Nación;10;C;SEGURO DE VIDA - SENADORES Y REPRESENTANTES (ART. 389 - LEY 5 DE 1992); 	1.406.000.000 ; 	30.000.000 ; 	1.167.339.230 ; 	268.660.770 ; 	-   ; 	265.221.681 ; 	3.439.089 ; 	265.221.681 ; 	265.221.681 ; 	265.221.681 ; 	265.221.681 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;A;3;6;1;1;;;;Nación;10;C;SENTENCIAS Y CONCILIACIONES; 	830.000.000 ; 	-   ; 	-   ; 	830.000.000 ; 	-   ; 	24.784.401 ; 	805.215.599 ; 	24.784.401 ; 	24.784.401 ; 	24.784.401 ; 	24.784.401 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;A;3;6;3;20;;;;Nación;10;C;OTRAS TRANSFERENCIAS - PREVIO CONCEPTO DGPPN; 	10.659.660.396 ; 	-   ; 	9.000.000.000 ; 	1.659.660.396 ; 	1.659.660.396 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;113;1000;2;;;;;Nación;11;C;RESTAURACIÓN CAPITOLIO NACIONAL Y CASA DEL PROCER JOSÉ NICOLÁS DE RIVAS  BOGOTA D.C.; 	93.435.772 ; 	-   ; 	93.435.772 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;113;1000;2;;;;;Nación;13;C;RESTAURACIÓN CAPITOLIO NACIONAL Y CASA DEL PROCER JOSÉ NICOLÁS DE RIVAS  BOGOTA D.C.; 	106.564.228 ; 	-   ; 	22.654.228 ; 	83.910.000 ; 	-   ; 	-   ; 	83.910.000 ; 	-   ; 	-   ; 	-   ; 	-   
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;113;1000;3;;;;;Nación;11;C;RESTAURACION CAPITOLIO NACIONAL Y CASA DEL PROCER JOSE NICOLAS DE RIVAS BOGOTA D.C. - PAGOS PASIVOS EXIGIBLES VIGENCIA EXPIRADA; 	-   ; 	93.435.772 ; 	-   ; 	93.435.772 ; 	-   ; 	93.434.879 ; 	893 ; 	93.434.879 ; 	93.434.879 ; 	-   ; 	-   
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;113;1000;3;;;;;Nación;13;C;RESTAURACION CAPITOLIO NACIONAL Y CASA DEL PROCER JOSE NICOLAS DE RIVAS BOGOTA D.C. - PAGOS PASIVOS EXIGIBLES VIGENCIA EXPIRADA; 	-   ; 	22.654.228 ; 	-   ; 	22.654.228 ; 	-   ; 	22.654.228 ; 	-   ; 	22.654.228 ; 	22.654.228 ; 	-   ; 	-   
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;121;1000;101;;;;;Nación;11;C;RESTAURACIÓN DE LAS EDIFICACIONES DONDE FUNCIONAN LA DIRECCIÓN GENERAL ADMINISTRATIVA DEL SENADO Y LA BIBLIOTECA DEL CONGRESO DE LA REPÚBLICA; 	254.612.478 ; 	-   ; 	254.612.478 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;121;1000;101;;;;;Nación;13;C;RESTAURACIÓN DE LAS EDIFICACIONES DONDE FUNCIONAN LA DIRECCIÓN GENERAL ADMINISTRATIVA DEL SENADO Y LA BIBLIOTECA DEL CONGRESO DE LA REPÚBLICA; 	290.387.522 ; 	-   ; 	290.387.522 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;121;1000;102;;;;;Nación;11;C;RESTAURACION DE LAS EDIFICACIONES DONDE FUNCIONAN LA DIRECCION GENERAL ADMINISTRATIVA DEL SENADO Y LA BIBLIOTECA DEL CONGRESO DE LA REPUBLICA - PAGOS PASIVOS EXIGIBLES VIGENCIA EXPIRADA; 	-   ; 	35.050.000 ; 	-   ; 	35.050.000 ; 	-   ; 	35.048.917 ; 	1083 ; 	35.048.917 ; 	35.048.917 ; 	35.048.917 ; 	35.048.917 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;223;1000;1;;;;;Nación;11;C;APOYO A LA GESTION Y PROGRAMA DE MODERNIZACION DEL SENADO DE LA REPUBLICA; 	934.357.719 ; 	-   ; 	742.158.868 ; 	192.198.851 ; 	-   ; 	191.198.851 ; 	1.000.000 ; 	191.198.851 ; 	191.198.851 ; 	191.198.851 ; 	191.198.851 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;223;1000;1;;;;;Nación;13;C;APOYO A LA GESTION Y PROGRAMA DE MODERNIZACION DEL SENADO DE LA REPUBLICA; 	1.065.642.281 ; 	-   ; 	1.037.642.281 ; 	28.000.000 ; 	-   ; 	10.000.000 ; 	18.000.000 ; 	10.000.000 ; 	10.000.000 ; 	10.000.000 ; 	10.000.000 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;223;1000;2;;;;;Nación;11;C;DOTACIÓN DE VEHÍCULOS PARA EL MEJORAMIENTO DE LAS CONDICIONES DE SEGURIDAD Y OPORTUNIDAD EN LOS DESPLAZAMIENTOS DEL SENADO DE LA REPÚBLICA; 	19.887.303.705 ; 	2.051.689.318 ; 	1.399.578.513 ; 	20.539.414.510 ; 	-   ; 	20.539.413.887 ; 	623 ; 	20.539.413.887 ; 	20.539.413.887 ; 	20.539.413.887 ; 	20.539.413.887 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;223;1000;2;;;;;Nación;13;C;DOTACIÓN DE VEHÍCULOS PARA EL MEJORAMIENTO DE LAS CONDICIONES DE SEGURIDAD Y OPORTUNIDAD EN LOS DESPLAZAMIENTOS DEL SENADO DE LA REPÚBLICA; 	-   ; 	1.174.813.598 ; 	-   ; 	1.174.813.598 ; 	-   ; 	1.170.969.739 ; 	3.843.859 ; 	1.170.969.739 ; 	1.170.969.739 ; 	1.170.969.739 ; 	1.170.969.739 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;223;1000;5;;;;;Nación;11;C;AMPLIACIÓN Y ACTUALIZACIÓN DEL SISTEMA INTEGRADO DE SEGURIDAD DEL CONGRESO DE LA REPÚBLICA; 	352.720.039 ; 	-   ; 	162.220.037 ; 	190.500.002 ; 	-   ; 	177.590.671 ; 	12.909.331 ; 	177.590.671 ; 	177.590.671 ; 	177.590.671 ; 	177.590.671 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;223;1000;5;;;;;Nación;13;C;AMPLIACIÓN Y ACTUALIZACIÓN DEL SISTEMA INTEGRADO DE SEGURIDAD DEL CONGRESO DE LA REPÚBLICA; 	402.279.961 ; 	-   ; 	75.029.963 ; 	327.249.998 ; 	-   ; 	327.249.998 ; 	-   ; 	327.249.998 ; 	318.249.998 ; 	318.249.998 ; 	318.249.998 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;223;1000;6;;;;;Nación;11;C;ADECUACION Y MODERNIZACION DE LAS INSTALACIONES FISICAS DEL SENADO DE LA REPUBLICA; 	8.510.948.311 ; 	-   ; 	1.309.530.450 ; 	7.201.417.861 ; 	-   ; 	7.140.233.760 ; 	61.184.101 ; 	7.140.233.760 ; 	6.404.959.905 ; 	6.404.959.905 ; 	6.404.959.905 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;223;1000;6;;;;;Nación;13;C;ADECUACION Y MODERNIZACION DE LAS INSTALACIONES FISICAS DEL SENADO DE LA REPUBLICA; 	3.729.747.984 ; 	-   ; 	3.721.081.317 ; 	8.666.667 ; 	-   ; 	8.666.667 ; 	-   ; 	8.666.667 ; 	8.666.667 ; 	8.666.667 ; 	8.666.667 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;520;1000;1;;;;;Nación;11;C;IMPLANTACION DE ESTRATEGIAS DE INFORMACION ENTRE LA SOCIEDAD Y LA MESA DE NEGOCIACION EN EL MARCO DEL PROCESO DE PAZ A NIVEL NACIONAL E INTERNACIONAL.; 	93.435.772 ; 	505.633.926 ; 	-   ; 	599.069.698 ; 	-   ; 	599.069.698 ; 	-   ; 	599.069.698 ; 	599.069.698 ; 	8.000.000 ; 	8.000.000 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;520;1000;1;;;;;Nación;13;C;IMPLANTACION DE ESTRATEGIAS DE INFORMACION ENTRE LA SOCIEDAD Y LA MESA DE NEGOCIACION EN EL MARCO DEL PROCESO DE PAZ A NIVEL NACIONAL E INTERNACIONAL.; 	106.564.228 ; 	14.366.074 ; 	-   ; 	120.930.302 ; 	-   ; 	111.577.134 ; 	9.353.168 ; 	111.577.134 ; 	111.577.134 ; 	65.533.333 ; 	65.533.333 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;520;1000;2;;;;;Nación;11;C;FORTALECIMIENTO Y MODERNIZACIÓN DE LA PLATAFORMA TECNOLÓGICA Y LA GESTIÓN DOCUMENTAL DEL SENADO DE LA REPÚBLICA , , BOGOTÁ; 	2.467.178.859 ; 	-   ; 	1.205.633.926 ; 	1.261.544.933 ; 	-   ; 	1.261.544.933 ; 	-   ; 	1.261.544.933 ; 	1.261.544.933 ; 	761.544.933 ; 	761.544.933 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;520;1000;2;;;;;Nación;13;C;FORTALECIMIENTO Y MODERNIZACIÓN DE LA PLATAFORMA TECNOLÓGICA Y LA GESTIÓN DOCUMENTAL DEL SENADO DE LA REPÚBLICA , , BOGOTÁ; 	532.821.141 ; 	-   ; 	314.366.074 ; 	218.455.067 ; 	-   ; 	167.046.666 ; 	51.408.401 ; 	167.046.666 ; 	126.046.666 ; 	118.046.666 ; 	118.046.666 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;520;1000;3;;;;;Nación;11;C;MODERNIZACIÓN Y OPTIMIZACIÓN DEL MODELO DE GESTIÓN DEL SENADO DE LA REPÚBLICA, BOGOTA; 	46.717.886 ; 	-   ; 	-   ; 	46.717.886 ; 	-   ; 	46.500.000 ; 	217.886 ; 	46.500.000 ; 	46.500.000 ; 	46.500.000 ; 	46.500.000 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;520;1000;3;;;;;Nación;13;C;MODERNIZACIÓN Y OPTIMIZACIÓN DEL MODELO DE GESTIÓN DEL SENADO DE LA REPÚBLICA, BOGOTA; 	53.282.114 ; 	-   ; 	-   ; 	53.282.114 ; 	-   ; 	47.000.000 ; 	6.282.114 ; 	47.000.000 ; 	47.000.000 ; 	47.000.000 ; 	47.000.000 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;520;1000;4;;;;;Nación;11;C;IMPLEMENTACIÓN DE ESTRATEGIAS DE PARTICIPACIÓN DE LA SOCIEDAD, EN LA ACTIVIDAD LEGISLATIVA DEL SENADO DE LA REPÚBLICA, A NIVEL NACIONAL-[PREVIO CONCEPTO DNP]; 	93.435.772 ; 	700.000.000 ; 	-   ; 	793.435.772 ; 	-   ; 	672.635.772 ; 	120.800.000 ; 	672.635.772 ; 	442.635.772 ; 	442.635.772 ; 	442.635.772 
10101;CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL;VIGENCIA AC;C;520;1000;4;;;;;Nación;13;C;IMPLEMENTACIÓN DE ESTRATEGIAS DE PARTICIPACIÓN DE LA SOCIEDAD, EN LA ACTIVIDAD LEGISLATIVA DEL SENADO DE LA REPÚBLICA, A NIVEL NACIONAL-[PREVIO CONCEPTO DNP]; 	106.564.228 ; 	300.000.000 ; 	-   ; 	406.564.228 ; 	-   ; 	406.564.227 ; 	1 ; 	406.564.227 ; 	406.564.227 ; 	406.564.227 ; 	406.564.227 
10102;CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL;VIGENCIA AC;A;1;0;1;1;;;;Nación;10;C;SUELDOS DE PERSONAL DE NOMINA; 	86.425.000.000 ; 	6.280.000.000 ; 	1.573.500.000 ; 	91.131.500.000 ; 	-   ; 	90.800.700.256 ; 	330.799.744 ; 	90.800.700.256 ; 	89.650.714.259 ; 	89.650.714.259 ; 	89.650.714.259 
10102;CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL;VIGENCIA AC;A;1;0;1;4;;;;Nación;10;C;PRIMA TECNICA; 	3.013.000.000 ; 	-   ; 	-   ; 	3.013.000.000 ; 	-   ; 	2.922.161.903 ; 	90.838.097 ; 	2.922.161.903 ; 	2.922.161.903 ; 	2.922.161.903 ; 	2.922.161.903 
10102;CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL;VIGENCIA AC;A;1;0;1;5;;;;Nación;10;C;OTROS; 	64.054.000.000 ; 	5.140.000.000 ; 	1.000.000.000 ; 	68.194.000.000 ; 	-   ; 	67.958.970.127 ; 	235.029.873 ; 	67.958.970.127 ; 	67.958.970.127 ; 	67.958.970.127 ; 	67.958.970.127 
10102;CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL;VIGENCIA AC;A;1;0;1;8;;;;Nación;10;C;OTROS GASTOS PERSONALES - DISTRIBUCION PREVIO CONCEPTO DGPPN; 	-   ; 	12.000.000.000 ; 	12.000.000.000 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
10102;CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL;VIGENCIA AC;A;1;0;1;9;;;;Nación;10;C;HORAS EXTRAS, DIAS FESTIVOS E INDEMNIZACION POR VACACIONES; 	-   ; 	280.000.000 ; 	-   ; 	280.000.000 ; 	-   ; 	279.999.319 ; 	681 ; 	279.999.319 ; 	279.999.319 ; 	279.999.319 ; 	279.999.319 
10102;CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL;VIGENCIA AC;A;1;0;2;;;;;Nación;10;C;SERVICIOS PERSONALES INDIRECTOS; 	3.802.400.000 ; 	8.783.500.000 ; 	-   ; 	12.585.900.000 ; 	-   ; 	12.583.089.598 ; 	2.810.402 ; 	12.581.233.175 ; 	11.856.842.317 ; 	11.848.002.316 ; 	11.848.002.316 
10102;CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL;VIGENCIA AC;A;1;0;5;;;;;Nación;10;C;CONTRIBUCIONES INHERENTES A LA NOMINA SECTOR PRIVADO Y PUBLICO; 	55.855.000.000 ; 	1.280.000.000 ; 	5.072.753.163 ; 	52.062.246.837 ; 	-   ; 	52.012.058.164 ; 	50.188.673 ; 	52.005.578.412 ; 	52.005.578.412 ; 	52.005.578.412 ; 	52.005.578.412 
10102;CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL;VIGENCIA AC;A;2;0;3;;;;;Nación;10;C;IMPUESTOS Y MULTAS; 	166.000.000 ; 	-   ; 	86.354.363 ; 	79.645.637 ; 	-   ; 	79.645.637 ; 	-   ; 	79.645.637 ; 	79.645.637 ; 	79.645.637 ; 	79.645.637 
10102;CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL;VIGENCIA AC;A;2;0;4;;;;;Nación;10;C;ADQUISICION DE BIENES Y SERVICIOS; 	25.599.480.000 ; 	2.286.354.363 ; 	99.996.381 ; 	27.785.837.982 ; 	-   ; 	27.593.588.284 ; 	192.249.698 ; 	27.570.561.239 ; 	25.053.649.634 ; 	23.710.144.458 ; 	23.710.144.458 
10102;CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL;VIGENCIA AC;A;3;2;1;1;;;;Nación;11;S;CUOTA DE AUDITAJE CONTRANAL; 	417.000.000 ; 	-   ; 	-   ; 	417.000.000 ; 	-   ; 	402.713.620 ; 	14.286.380 ; 	402.713.620 ; 	402.713.620 ; 	402.713.620 ; 	402.713.620 
10102;CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL;VIGENCIA AC;A;3;5;3;43;;;;Nación;10;C;SEGURO DE VIDA - SENADORES Y REPRESENTANTES (ART. 389 - LEY 5 DE 1992); 	1.048.000.000 ; 	-   ; 	1.048.000.000 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
10102;CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL;VIGENCIA AC;A;3;6;1;1;;;;Nación;10;C;SENTENCIAS Y CONCILIACIONES; 	1.625.000.000 ; 	-   ; 	1.625.000.000 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
10102;CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL;VIGENCIA AC;A;3;6;3;21;;;;Nación;10;C;OTRAS TRANSFERENCIAS; 	6.910.000.000 ; 	-   ; 	6.910.000.000 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
10102;CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL;VIGENCIA AC;C;223;1000;2;;;;;Nación;11;C;DOTACIÓN DE VEHÍCULOS PARA EL MEJORAMIENTO DE LAS CONDICIONES DE SEGURIDAD Y OPORTUNIDAD EN LOS DESPLAZAMIENTOS DE LA CÁMARA DE REPRESENTANTES; 	23.936.456.077 ; 	-   ; 	-   ; 	23.936.456.077 ; 	-   ; 	23.936.456.077 ; 	-   ; 	23.913.277.448 ; 	23.535.883.908 ; 	23.535.883.908 ; 	23.535.883.908 
10102;CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL;VIGENCIA AC;C;223;1000;2;;;;;Nación;13;C;DOTACIÓN DE VEHÍCULOS PARA EL MEJORAMIENTO DE LAS CONDICIONES DE SEGURIDAD Y OPORTUNIDAD EN LOS DESPLAZAMIENTOS DE LA CÁMARA DE REPRESENTANTES; 	4.635.543.923 ; 	-   ; 	-   ; 	4.635.543.923 ; 	-   ; 	4.635.543.923 ; 	-   ; 	4.635.543.923 ; 	2.909.986.392 ; 	706.163.867 ; 	706.163.867 
10102;CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL;VIGENCIA AC;C;223;1000;3;;;;;Nación;11;C;AMPLIACIÓN Y ACTUALIZACIÓN TIC DE LA CÁMARA DE REPRESENTANTES; 	4.000.000.000 ; 	-   ; 	15.883.096 ; 	3.984.116.904 ; 	-   ; 	3.984.116.904 ; 	-   ; 	3.984.116.904 ; 	3.984.116.904 ; 	3.984.116.904 ; 	3.984.116.904 
20101;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;VIGENCIA AC;A;1;0;1;1;;;;Nación;10;C;SUELDOS DE PERSONAL DE NOMINA; 	28.263.000.000 ; 	2.888.000.000 ; 	-   ; 	31.151.000.000 ; 	-   ; 	30.783.124.596 ; 	367.875.404 ; 	30.783.124.596 ; 	30.783.124.596 ; 	30.783.124.596 ; 	30.783.124.596 
20101;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;VIGENCIA AC;A;1;0;1;4;;;;Nación;10;C;PRIMA TECNICA; 	9.296.000.000 ; 	207.500.000 ; 	-   ; 	9.503.500.000 ; 	-   ; 	9.458.599.832 ; 	44.900.168 ; 	9.458.599.832 ; 	9.458.599.832 ; 	9.458.599.832 ; 	9.458.599.832 
20101;PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL;VIGENCIA AC;A;1;0;1;5;;;;Nación;10;C;OTROS; 	24.199.000.000 ; 	1.250.000.000 ; 	1.124.000.000 ; 	24.325.000.000 ; 	-   ; 	24.261.285.657 ; 	63.714.343 ; 	24.261.285.657 ; 	24.261.285.657 ; 	24.261.285.657 ; 	24.261.285.657 
