ANIO_TRIMESTRE,COD_CHIP,NOM_CHIP,COD_AMB,NOM_AMB,COD_DEPAR,NOM_DEPAR,COD_MUN,NOM_MUN,COD_CATEGORIA,NOM_CATEGORIA,DIPUTADOS,CONCEJALES,COD_CUENTA,NOM_CUENTA,COD_REC,NOM_REC,COD_ORIG,NOM_ORIG,COD_DEST,NOM_DEST,COD_SIT,NOM_SIT,COD_TER,NOM_TER,PRE_INICIAL,ADICIONES,REDUCCIONES,CREDITO,CONTRACREDITO,APLAZAMIENTO,DESAPLAZAMIENTO,PRE_DEFINITIVO,RECAUDO_EN_EFECTIVO,DEV_RECAUDO,REV_RECAUDO,NETO_RECAUDO_EN_EFECTIVO,PAPELES_UTILIZACION,PAPELES_EMISION,NETO_PAPELES,OTRAS_EJEC,REV_OTRAS_EJEC,NETO_OTRAS_EJEC,RECONOCIMIENTOS_SGP,REC_VIG_ANT,REV_REC_VIG_ANT,NETO_REC_VIG_ANT
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.01.37                                      ,Registro y Anotación,  , ,   , ,   , , , ,               , ,"178,038,714,000",0,0,0,0,0,0,"178,038,714,000","188,616,886,380",0,0,"188,616,886,380",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.01.37.01                                   ,Registro y Anotación Libre Destinación,10,Recursos Corrientes,002,Recursos corrientes de Impuestos,001,Libre Destinación,C,Con Situación de Fondos,               ,NULL,"126,905,995,000",0,0,0,0,0,0,"126,905,995,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.01.37.01                                   ,Registro y Anotación Libre Destinación,10,Recursos Corrientes,002,Recursos corrientes de Impuestos,001,Libre Destinación,C,Con Situación de Fondos,000000000000000,NO APLICA,0,0,0,0,0,0,0,0,"134,446,116,612",0,0,"134,446,116,612",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.01.37.03                                   ,Registro y Anotación Destinación Específica,  , ,   , ,   , , , ,               , ,"51,132,719,000",0,0,0,0,0,0,"51,132,719,000","54,170,769,768",0,0,"54,170,769,768",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.01.37.03.01                                ,Registro y Anotación -FONPET-,10,Recursos Corrientes,002,Recursos corrientes de Impuestos,105,Gastos de Funcionamiento - Garantía para pago de pensiones,C,Con Situación de Fondos,               ,NULL,"35,607,743,000",0,0,0,0,0,0,"35,607,743,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.01.37.03.01                                ,Registro y Anotación -FONPET-,10,Recursos Corrientes,002,Recursos corrientes de Impuestos,105,Gastos de Funcionamiento - Garantía para pago de pensiones,C,Con Situación de Fondos,000000000000000,NO APLICA,0,0,0,0,0,0,0,0,"37,723,377,276",0,0,"37,723,377,276",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.01.37.03.98                                ,Registro y Anotación -Otras Destinaciones Específicas-,10,Recursos Corrientes,002,Recursos corrientes de Impuestos,018,Administración y Protección del Medio Ambiente - Conservación,C,Con Situación de Fondos,               ,NULL,"1,281,879,000",0,0,0,0,0,0,"1,281,879,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.01.37.03.98                                ,Registro y Anotación -Otras Destinaciones Específicas-,10,Recursos Corrientes,002,Recursos corrientes de Impuestos,018,Administración y Protección del Medio Ambiente - Conservación,C,Con Situación de Fondos,000000000000000,NO APLICA,0,0,0,0,0,0,0,0,"1,358,041,582",0,0,"1,358,041,582",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.01.37.03.98                                ,Registro y Anotación -Otras Destinaciones Específicas-,10,Recursos Corrientes,002,Recursos corrientes de Impuestos,105,Gastos de Funcionamiento - Garantía para pago de pensiones,C,Con Situación de Fondos,               ,NULL,"14,243,097,000",0,0,0,0,0,0,"14,243,097,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.01.37.03.98                                ,Registro y Anotación -Otras Destinaciones Específicas-,10,Recursos Corrientes,002,Recursos corrientes de Impuestos,105,Gastos de Funcionamiento - Garantía para pago de pensiones,C,Con Situación de Fondos,000000000000000,NO APLICA,0,0,0,0,0,0,0,0,"15,089,350,910",0,0,"15,089,350,910",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02                                         ,Impuestos Indirectos,  , ,   , ,   , , , ,               , ,"969,074,132,705","52,880,884,947",0,"211,740,769,960","211,740,769,960",0,0,"1,021,955,017,652","1,029,412,987,072",0,0,"1,029,412,987,072",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31                                      ,Impuesto al Consumo de Licores,  , ,   , ,   , , , ,               , ,"249,587,854,705",0,0,"4,282,339,882","4,282,339,882",0,0,"249,587,854,705","242,433,152,071",0,0,"242,433,152,071",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01                                   ,De Producción Nacional,  , ,   , ,   , , , ,               , ,"222,059,996,768",0,0,"4,282,339,882","4,282,339,882",0,0,"222,059,996,768","206,494,936,597",0,0,"206,494,936,597",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.01                                ,Producidos en el Departamento,  , ,   , ,   , , , ,               , ,"184,027,593,518",0,0,0,0,0,0,"184,027,593,518","178,483,786,182",0,0,"178,483,786,182",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.01.01                             ,Producidos en el Departamento Libre Destinación,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,001,Libre Destinación,C,Con Situación de Fondos,               ,NULL,"179,053,389,092",0,0,0,0,0,0,"179,053,389,092",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.01.01                             ,Producidos en el Departamento Libre Destinación,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,001,Libre Destinación,C,Con Situación de Fondos,000000000000000,NO APLICA,0,0,0,0,0,0,0,0,"175,001,021,206",0,0,"175,001,021,206",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.01.01                             ,Producidos en el Departamento Libre Destinación,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,018,Administración y Protección del Medio Ambiente - Conservación,C,Con Situación de Fondos,               ,NULL,"1,808,620,092",0,0,0,0,0,0,"1,808,620,092",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.01.01                             ,Producidos en el Departamento Libre Destinación,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,018,Administración y Protección del Medio Ambiente - Conservación,C,Con Situación de Fondos,000000000000000,NO APLICA,0,0,0,0,0,0,0,0,"1,732,631,822",0,0,"1,732,631,822",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.01.01                             ,Producidos en el Departamento Libre Destinación,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,095,Vivienda - General,C,Con Situación de Fondos,               ,NULL,"1,826,888,982",0,0,0,0,0,0,"1,826,888,982",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.01.01                             ,Producidos en el Departamento Libre Destinación,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,095,Vivienda - General,C,Con Situación de Fondos,000000000000000,NO APLICA,0,0,0,0,0,0,0,0,"1,750,133,154",0,0,"1,750,133,154",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.01.03                             ,Producidos en el Departamento Destinación Específica,  , ,   , ,   , , , ,               , ,"1,338,695,352",0,0,0,0,0,0,"1,338,695,352",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.01.03.98                          ,Producidos en el Departamento -Otras Destinaciones Específicas-,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,072,"Educación Física, Deporte y Recreación - Deporte",C,Con Situación de Fondos,               ,NULL,"1,338,695,352",0,0,0,0,0,0,"1,338,695,352",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.03                                ,Otros de Producción Nacional,  , ,   , ,   , , , ,               , ,"38,032,403,250",0,0,"4,282,339,882","4,282,339,882",0,0,"38,032,403,250","28,011,150,415",0,0,"28,011,150,415",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.03.01                             ,Otros de Producción Nacional Libre Destinación,10,Recursos Corrientes,002,Recursos corrientes de Impuestos,001,Libre Destinación,C,Con Situación de Fondos,               ,NULL,"13,027,933,678",0,0,0,0,0,0,"13,027,933,678",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.03.01                             ,Otros de Producción Nacional Libre Destinación,10,Recursos Corrientes,002,Recursos corrientes de Impuestos,001,Libre Destinación,C,Con Situación de Fondos,000000000000000,NO APLICA,0,0,0,0,0,0,0,0,"13,276,446,979",0,0,"13,276,446,979",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.03.01                             ,Otros de Producción Nacional Libre Destinación,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,001,Libre Destinación,C,Con Situación de Fondos,               ,NULL,"8,278,675,300",0,0,0,0,0,0,"8,278,675,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.03.01                             ,Otros de Producción Nacional Libre Destinación,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,001,Libre Destinación,C,Con Situación de Fondos,000000000000000,NO APLICA,0,0,0,0,0,0,0,0,"240,762,532",0,0,"240,762,532",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.03.01                             ,Otros de Producción Nacional Libre Destinación,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,018,Administración y Protección del Medio Ambiente - Conservación,C,Con Situación de Fondos,               ,NULL,"215,218,272",0,0,0,0,0,0,"215,218,272",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.03.01                             ,Otros de Producción Nacional Libre Destinación,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,018,Administración y Protección del Medio Ambiente - Conservación,C,Con Situación de Fondos,000000000000000,NO APLICA,0,0,0,0,0,0,0,0,"134,105,525",0,0,"134,105,525",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.03.03                             ,Otros de Producción Nacional Destinación Específica,  , ,   , ,   , , , ,               , ,"16,510,576,000",0,0,"4,282,339,882","4,282,339,882",0,0,"16,510,576,000","14,359,835,379",0,0,"14,359,835,379",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.03.03.01                          ,Otros de Producción Nacional -Salud-,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,010,Salud - General,C,Con Situación de Fondos,               ,NULL,"4,127,644,000",0,0,0,0,0,0,"4,127,644,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.03.03.01                          ,Otros de Producción Nacional -Salud-,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,010,Salud - General,C,Con Situación de Fondos,000000000000000,NO APLICA,0,0,0,0,0,0,0,0,"3,762,000,000",0,0,"3,762,000,000",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.03.03.01                          ,Otros de Producción Nacional -Salud-,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,010,Salud - General,S,Sin Situación de Fondos,               ,NULL,"2,028,761,000",0,0,0,0,0,0,"2,028,761,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.03.03.01                          ,Otros de Producción Nacional -Salud-,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,010,Salud - General,S,Sin Situación de Fondos,000000000000000,NO APLICA,0,0,0,0,0,0,0,0,"535,837,462",0,0,"535,837,462",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.03.03.01                          ,Otros de Producción Nacional -Salud-,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,015,Salud - Subsidios a la demanda,C,Con Situación de Fondos,               ,NULL,"8,255,288,000",0,0,0,"4,282,339,882",0,0,"3,972,948,118",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.03.03.01                          ,Otros de Producción Nacional -Salud-,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,015,Salud - Subsidios a la demanda,C,Con Situación de Fondos,000000000000000,NO APLICA,0,0,0,0,0,0,0,0,"2,702,969,826",0,0,"2,702,969,826",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.03.03.01                          ,Otros de Producción Nacional -Salud-,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,015,Salud - Subsidios a la demanda,S,Sin Situación de Fondos,               ,NULL,0,0,0,"4,282,339,882",0,0,0,"4,282,339,882",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.03.03.01                          ,Otros de Producción Nacional -Salud-,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,015,Salud - Subsidios a la demanda,S,Sin Situación de Fondos,000000000000000,NO APLICA,0,0,0,0,0,0,0,0,"4,544,248,526",0,0,"4,544,248,526",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.03.03.01                          ,Otros de Producción Nacional -Salud-,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,016,Salud - Prestación de servicios de salud a la población pobre no afiliada,C,Con Situación de Fondos,               ,NULL,"2,098,883,000",0,0,0,0,0,0,"2,098,883,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.01.03.03.01                          ,Otros de Producción Nacional -Salud-,10,Recursos Corrientes,020,Recursos corrientes por derechos de explotación de monopolios,016,Salud - Prestación de servicios de salud a la población pobre no afiliada,C,Con Situación de Fondos,000000000000000,NO APLICA,0,0,0,0,0,0,0,0,"2,814,779,565",0,0,"2,814,779,565",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.03                                   ,De Producción Extranjera,  , ,   , ,   , , , ,               , ,"27,527,857,937",0,0,0,0,0,0,"27,527,857,937","35,938,215,474",0,0,"35,938,215,474",0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.03.01                                ,Otros de Producción Extranjera Libre Destinación,10,Recursos Corrientes,002,Recursos corrientes de Impuestos,001,Libre Destinación,C,Con Situación de Fondos,               ,NULL,"13,478,234,285",0,0,0,0,0,0,"13,478,234,285",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181201,110505000,DEPARTAMENTO DE ANTIOQUIA,21,ADMÓN CTRAL TERR - DEPTOS,05,ANTIOQUIA,05001,MEDELLÍN,E,Especial,26,0,1.1.01.02.31.03.01                                ,Otros de Producción Extranjera Libre Destinación,10,Recursos Corrientes,002,Recursos corrientes de Impuestos,001,Libre Destinación,C,Con Situación de Fondos,000000000000000,NO APLICA,0,0,0,0,0,0,0,0,"18,394,687,723",0,0,"18,394,687,723",0,0,0,0,0,0,0,0,0,0
